dates,RPLprofits,RPLlosses,prices,URPLprofits,URPLlosses,RealisedPrice,MVRV,SOPR
2018-11-12,54162664.925539800,13026540.758457600,6356.0238,45982522482.17780,20786607222.52550,4955.318035110360,1.28266717796216,0.998809864600219
2018-11-13,215703863.35972000,48127771.42405970,6307.245,44997091187.64110,21510955689.527500,4953.988007439950,1.27316517329628,0.9934752072291580
2018-11-14,662853063.7502050,65493407.87285870,5681.9813,39755972699.164700,26644167554.960800,4948.327559680170,1.14826296995732,0.937799119050511
2018-11-15,145513251.9313420,11139490.786433500,5620.8775,38865381196.55950,26963005856.163200,4921.548035465010,1.14209542597077,0.9441683327495260
2018-11-16,51071617.276936600,5965100.491923510,5548.2338,37978868562.229600,27498862995.54580,4904.865723943330,1.1311693555475,0.98088002914513
2018-11-17,33553291.49918610,6295927.160299910,5536.0713,37971591402.929800,27401777383.618900,4899.953190254870,1.12982126258068,0.9933087073524190
2018-11-18,365939354.25740900,13524528.540533200,5582.7,38854812046.50610,26514279252.24070,4898.329223115500,1.13971514484059,0.999712536581586
2018-11-19,680876383.0733830,17323196.237734900,4785.1538,32118703664.62240,33586119379.160700,4889.251634765750,0.978708840832501,0.8810396603541450
2018-11-20,184376273.65494100,4951982.783448960,4413.8025,28824974481.31830,36701608953.31220,4856.694309302750,0.908807970793135,0.9047230799270770
2018-11-21,192317799.46492800,3445082.6813391300,4574.3588,30534682429.272000,34484906802.429800,4833.71857521366,0.946343633544658,0.9873650026261310
2018-11-22,154999643.46204800,8244731.918912330,4289.6888,27999017434.478000,37010190228.12420,4823.369954023070,0.889355127408807,0.9275172421294090
2018-11-23,201390960.8416650,12674532.148211400,4319.9938,28000278093.099100,36856165319.22020,4814.771071973960,0.897237632988621,0.9780045354411840
2018-11-24,232856677.38337200,9590050.338284600,3815.9213,24072015437.756000,41511727208.36320,4806.254321586380,0.793949101457556,0.8789838711048710
2018-11-25,274481649.343624,4597167.04527989,3976.5713,25651108325.109500,39348845572.069200,4793.282515593680,0.829613378110569,0.9843467035834220
2018-11-26,280526683.874839,9119307.992545950,3761.4213,24067956502.907700,41005408743.19470,4778.860931212260,0.787095785824811,0.9217376399671280
2018-11-27,171938306.5280150,35922543.9940344,3800.1963,24079970960.94720,40743149008.6965,4764.288805448300,0.797641884273306,0.9558550943638290
2018-11-28,104207704.69163600,125752710.6377100,4241.575,27349933846.76990,36878655161.26670,4755.96611431957,0.891842981645557,1.0223996685334400
2018-11-29,480213457.66367200,236643095.17242600,4263.875,28123311972.134500,35836400694.33720,4751.111725877180,0.897447849263696,1.0205605324249700
2018-11-30,50026668.08280860,172405270.63491400,3992.155,25396607915.118100,38351753854.41740,4749.945706192400,0.840463290937308,0.9510670029348670
2018-12-01,57886848.74209160,1154891.983048880,4165.6063,26769121069.285000,36227478456.57640,4749.958478603200,0.876977413332034,1.0556747797062200
2018-12-02,151367737.14637600,296582016.7152770,4116.6138,25915095494.555500,37088053740.34530,4748.203508205890,0.866983437606587,0.9825441528887770
2018-12-03,222369752.45725300,785746611.202185,3855.6833,24280925746.013700,38881249018.84820,4744.3319092543900,0.812692571630376,1.022871997029570
2018-12-04,1008430100.1997800,2875722.036713430,3929.6283,23760799515.301800,38744156026.05330,4767.200103350680,0.82430529761862,1.0814966945867400
2018-12-05,651185189.9364870,17011610.986013800,3722.3917,21770923804.61580,40350496243.73290,4773.010815803300,0.779883357413578,0.8458738653377200
2018-12-06,242133947.28584000,10238778.12623270,3466.15,20345999876.71340,41233342496.472800,4700.607590007310,0.737383398556485,0.8533812225707470
2018-12-07,80430325.67997480,3922473.031170820,3404.4567,19638098985.711600,41995176687.26390,4685.587543269480,0.726580534150998,0.9562313364399660
2018-12-08,47962875.09968710,2259003.9394629900,3433.3633,19633404912.677800,41833656909.43580,4676.977446158860,0.734098750640711,0.9832234891101700
