,5m-7.5m,7.5m-10m,10m-20m,20m+,prices
2020-09-09 12:00:00,10.0,0.0,2.0,4.0,10191.75
2020-09-09 13:00:00,6.0,0.0,2.0,5.0,10213.46
2020-09-09 14:00:00,11.0,1.0,0.0,3.0,10241.46
2020-09-09 15:00:00,8.0,2.0,2.0,7.0,10253.79
2020-09-09 16:00:00,8.0,1.0,0.0,4.0,10243.34
2020-09-09 17:00:00,10.0,1.0,4.0,11.0,10275.69
2020-09-09 18:00:00,8.0,0.0,0.0,4.0,10334.49
2020-09-09 19:00:00,6.0,3.0,1.0,7.0,10282.84
2020-09-09 20:00:00,7.0,2.0,0.0,6.0,10257.54
2020-09-09 21:00:00,6.0,8.0,3.0,7.0,10243.0
2020-09-09 22:00:00,2.0,2.0,0.0,5.0,10277.0
2020-09-09 23:00:00,6.0,1.0,2.0,4.0,10224.56
2020-09-10 00:00:00,1.0,2.0,0.0,5.0,10277.55
2020-09-10 01:00:00,3.0,3.0,0.0,8.0,10385.45
2020-09-10 02:00:00,0.0,7.0,1.0,6.0,10368.55
2020-09-10 03:00:00,1.0,0.0,0.0,2.0,10379.76
2020-09-10 04:00:00,3.0,2.0,0.0,3.0,10387.43
2020-09-10 05:00:00,4.0,1.0,1.0,9.0,10381.48
2020-09-10 06:00:00,0.0,4.0,1.0,6.0,10337.72
2020-09-10 07:00:00,0.0,4.0,1.0,9.0,10279.88
2020-09-10 08:00:00,0.0,6.0,0.0,10.0,10272.5
2020-09-10 09:00:00,2.0,5.0,0.0,5.0,10284.83
2020-09-10 10:00:00,2.0,5.0,0.0,2.0,10273.17
2020-09-10 11:00:00,2.0,4.0,1.0,4.0,10300.64
2020-09-10 12:00:00,2.0,6.0,2.0,5.0,10369.01
2020-09-10 13:00:00,2.0,3.0,0.0,2.0,10448.2
2020-09-10 14:00:00,10.0,3.0,1.0,10.0,10371.47
2020-09-10 15:00:00,4.0,5.0,5.0,10.0,10425.63
2020-09-10 16:00:00,3.0,1.0,0.0,6.0,10334.94
2020-09-10 17:00:00,5.0,4.0,3.0,13.0,10351.18
2020-09-10 18:00:00,4.0,2.0,1.0,9.0,10288.66
2020-09-10 19:00:00,8.0,1.0,0.0,6.0,10276.47
2020-09-10 20:00:00,4.0,1.0,0.0,7.0,10300.01
2020-09-10 21:00:00,3.0,2.0,1.0,7.0,10348.55
2020-09-10 22:00:00,2.0,0.0,0.0,6.0,10346.67
2020-09-10 23:00:00,9.0,0.0,0.0,5.0,10343.23
2020-09-11 00:00:00,3.0,1.0,0.0,10.0,10344.7
2020-09-11 01:00:00,4.0,0.0,0.0,8.0,10310.5
2020-09-11 02:00:00,7.0,1.0,0.0,3.0,10258.44
2020-09-11 03:00:00,6.0,1.0,1.0,9.0,10217.92
2020-09-11 04:00:00,9.0,3.0,1.0,15.0,10222.25
2020-09-11 05:00:00,16.0,2.0,4.0,6.0,10285.0
2020-09-11 06:00:00,20.0,10.0,0.0,6.0,10263.15
2020-09-11 07:00:00,14.0,5.0,1.0,6.0,10260.98
2020-09-11 08:00:00,5.0,6.0,1.0,6.0,10295.03
2020-09-11 09:00:00,2.0,7.0,0.0,2.0,10315.58
2020-09-11 10:00:00,5.0,3.0,0.0,3.0,10290.21
2020-09-11 11:00:00,5.0,5.0,0.0,3.0,10255.85
2020-09-11 12:00:00,4.0,4.0,0.0,7.0,10296.76
2020-09-11 13:00:00,4.0,5.0,1.0,2.0,10265.0
2020-09-11 14:00:00,4.0,0.0,3.0,4.0,10296.16
2020-09-11 15:00:00,3.0,4.0,4.0,4.0,10322.71
2020-09-11 16:00:00,3.0,4.0,2.0,9.0,10307.63
2020-09-11 17:00:00,1.0,1.0,3.0,4.0,10300.01
2020-09-11 18:00:00,2.0,1.0,1.0,4.0,10320.13
2020-09-11 19:00:00,2.0,0.0,0.0,4.0,10326.58
2020-09-11 20:00:00,3.0,2.0,4.0,6.0,10328.21
2020-09-11 21:00:00,2.0,0.0,0.0,6.0,10349.98
2020-09-11 22:00:00,6.0,1.0,0.0,12.0,10369.03
2020-09-11 23:00:00,1.0,1.0,0.0,4.0,10394.41
2020-09-12 00:00:00,1.0,1.0,1.0,7.0,10349.07
2020-09-12 01:00:00,0.0,2.0,0.0,4.0,10375.4
2020-09-12 02:00:00,0.0,1.0,1.0,1.0,10347.53
2020-09-12 03:00:00,0.0,0.0,0.0,4.0,10347.07
2020-09-12 04:00:00,3.0,2.0,3.0,8.0,10363.76
2020-09-12 05:00:00,2.0,1.0,0.0,1.0,10364.99
2020-09-12 06:00:00,2.0,0.0,0.0,7.0,10332.06
2020-09-12 07:00:00,0.0,1.0,1.0,8.0,10345.18
2020-09-12 08:00:00,3.0,2.0,0.0,5.0,10333.95
2020-09-12 09:00:00,3.0,0.0,0.0,5.0,10355.07
2020-09-12 10:00:00,3.0,0.0,0.0,3.0,10340.15
2020-09-12 11:00:00,1.0,0.0,0.0,6.0,10340.6
2020-09-12 12:00:00,3.0,0.0,0.0,4.0,10325.86
2020-09-12 13:00:00,3.0,0.0,19.0,3.0,10303.56
2020-09-12 14:00:00,6.0,1.0,1.0,7.0,10353.58
2020-09-12 15:00:00,3.0,1.0,0.0,5.0,10361.77
2020-09-12 16:00:00,5.0,0.0,1.0,5.0,10373.65
2020-09-12 17:00:00,4.0,0.0,2.0,9.0,10380.0
2020-09-12 18:00:00,1.0,0.0,0.0,3.0,10458.87
2020-09-12 19:00:00,6.0,0.0,0.0,7.0,10466.63
2020-09-12 20:00:00,1.0,0.0,0.0,2.0,10441.47
2020-09-12 21:00:00,1.0,1.0,0.0,3.0,10456.14
2020-09-12 22:00:00,2.0,0.0,0.0,4.0,10440.05
2020-09-12 23:00:00,2.0,0.0,0.0,3.0,10446.52
2020-09-13 00:00:00,2.0,1.0,0.0,6.0,10437.89
2020-09-13 01:00:00,4.0,0.0,0.0,4.0,10428.17
2020-09-13 02:00:00,4.0,0.0,0.0,5.0,10430.89
2020-09-13 03:00:00,2.0,0.0,0.0,5.0,10557.61
2020-09-13 04:00:00,3.0,0.0,0.0,3.0,10543.22
2020-09-13 05:00:00,2.0,0.0,0.0,5.0,10536.27
2020-09-13 06:00:00,11.0,0.0,2.0,3.0,10525.22
2020-09-13 07:00:00,6.0,0.0,0.0,2.0,10544.84
2020-09-13 08:00:00,6.0,1.0,1.0,5.0,10542.75
2020-09-13 09:00:00,8.0,0.0,0.0,3.0,10502.14
2020-09-13 10:00:00,9.0,0.0,1.0,7.0,10455.0
2020-09-13 11:00:00,2.0,0.0,1.0,2.0,10326.81
2020-09-13 12:00:00,5.0,2.0,0.0,6.0,10293.75
2020-09-13 13:00:00,5.0,5.0,0.0,4.0,10327.75
2020-09-13 14:00:00,4.0,2.0,1.0,3.0,10330.8
2020-09-13 15:00:00,5.0,1.0,1.0,7.0,10284.29
2020-09-13 16:00:00,6.0,1.0,2.0,6.0,10264.9
2020-09-13 17:00:00,4.0,2.0,0.0,5.0,10284.96
2020-09-13 18:00:00,2.0,0.0,0.0,3.0,10258.86
2020-09-13 19:00:00,3.0,0.0,0.0,7.0,10311.05
2020-09-13 20:00:00,3.0,1.0,0.0,7.0,10318.33
2020-09-13 21:00:00,3.0,1.0,0.0,4.0,10303.9
2020-09-13 22:00:00,3.0,1.0,0.0,2.0,10309.55
2020-09-13 23:00:00,3.0,0.0,0.0,4.0,10336.76
2020-09-14 00:00:00,3.0,0.0,1.0,6.0,10277.36
2020-09-14 01:00:00,3.0,0.0,0.0,4.0,10324.43
2020-09-14 02:00:00,3.0,1.0,0.0,5.0,10355.76
2020-09-14 03:00:00,3.0,0.0,0.0,4.0,10354.99
2020-09-14 04:00:00,3.0,3.0,0.0,3.0,10349.29
2020-09-14 05:00:00,5.0,0.0,0.0,4.0,10343.36
2020-09-14 06:00:00,7.0,0.0,1.0,4.0,10364.08
2020-09-14 07:00:00,8.0,0.0,1.0,6.0,10403.43
2020-09-14 08:00:00,8.0,1.0,1.0,5.0,10362.52
2020-09-14 09:00:00,10.0,0.0,2.0,2.0,10370.75
2020-09-14 10:00:00,10.0,2.0,1.0,2.0,10417.56
2020-09-14 11:00:00,10.0,4.0,2.0,2.0,10474.92
2020-09-14 12:00:00,9.0,2.0,0.0,5.0,10506.63
2020-09-14 13:00:00,10.0,4.0,5.0,4.0,10645.96
2020-09-14 14:00:00,14.0,1.0,5.0,9.0,10638.51
2020-09-14 15:00:00,12.0,0.0,2.0,1.0,10704.49
2020-09-14 16:00:00,9.0,3.0,6.0,5.0,10734.3
2020-09-14 17:00:00,9.0,0.0,0.0,6.0,10687.66
2020-09-14 18:00:00,11.0,0.0,0.0,3.0,10675.99
2020-09-14 19:00:00,13.0,0.0,1.0,6.0,10672.1
2020-09-14 20:00:00,4.0,1.0,2.0,6.0,10692.45
2020-09-14 21:00:00,4.0,1.0,3.0,1.0,10726.61
2020-09-14 22:00:00,9.0,0.0,1.0,2.0,10654.0
2020-09-14 23:00:00,7.0,0.0,2.0,5.0,10679.95
2020-09-15 00:00:00,7.0,0.0,1.0,2.0,10681.61
2020-09-15 01:00:00,4.0,0.0,0.0,3.0,10719.69
2020-09-15 02:00:00,11.0,0.0,0.0,7.0,10756.35
2020-09-15 03:00:00,4.0,0.0,0.0,0.0,10760.3
2020-09-15 04:00:00,12.0,0.0,0.0,4.0,10733.89
2020-09-15 05:00:00,2.0,0.0,0.0,0.0,10744.1
2020-09-15 06:00:00,8.0,1.0,1.0,5.0,10734.78
2020-09-15 07:00:00,9.0,0.0,0.0,5.0,10743.7
2020-09-15 08:00:00,7.0,1.0,0.0,4.0,10640.0
2020-09-15 09:00:00,6.0,1.0,1.0,6.0,10700.01
2020-09-15 10:00:00,22.0,0.0,0.0,4.0,10854.61
2020-09-15 11:00:00,14.0,0.0,1.0,3.0,10832.83
2020-09-15 12:00:00,14.0,0.0,1.0,3.0,10914.69
2020-09-15 13:00:00,12.0,3.0,8.0,5.0,10842.0
2020-09-15 14:00:00,6.0,2.0,2.0,5.0,10765.86
2020-09-15 15:00:00,2.0,1.0,2.0,5.0,10785.58
2020-09-15 16:00:00,3.0,1.0,0.0,5.0,10783.55
2020-09-15 17:00:00,4.0,0.0,2.0,5.0,10805.01
2020-09-15 18:00:00,1.0,0.0,1.0,4.0,10788.01
2020-09-15 19:00:00,1.0,1.0,0.0,6.0,10785.94
2020-09-15 20:00:00,2.0,1.0,2.0,9.0,10865.55
2020-09-15 21:00:00,1.0,0.0,0.0,8.0,10865.05
2020-09-15 22:00:00,3.0,0.0,0.0,2.0,10777.25
2020-09-15 23:00:00,3.0,1.0,0.0,6.0,10783.75
2020-09-16 00:00:00,1.0,0.0,2.0,2.0,10718.23
2020-09-16 01:00:00,5.0,2.0,0.0,6.0,10738.02
2020-09-16 02:00:00,2.0,0.0,0.0,4.0,10737.02
2020-09-16 03:00:00,1.0,0.0,0.0,4.0,10784.47
2020-09-16 04:00:00,7.0,1.0,0.0,8.0,10790.63
2020-09-16 05:00:00,3.0,1.0,0.0,6.0,10776.9
2020-09-16 06:00:00,3.0,0.0,1.0,5.0,10841.63
2020-09-16 07:00:00,4.0,0.0,2.0,2.0,10917.12
2020-09-16 08:00:00,4.0,1.0,3.0,4.0,10904.65
2020-09-16 09:00:00,10.0,3.0,5.0,6.0,10874.23
2020-09-16 10:00:00,8.0,3.0,1.0,10.0,10850.22
2020-09-16 11:00:00,8.0,0.0,1.0,6.0,10907.87
2020-09-16 12:00:00,4.0,1.0,1.0,4.0,10929.86
2020-09-16 13:00:00,2.0,2.0,4.0,4.0,10921.66
2020-09-16 14:00:00,2.0,0.0,1.0,3.0,10894.33
2020-09-16 15:00:00,4.0,1.0,0.0,5.0,11013.8
2020-09-16 16:00:00,2.0,2.0,4.0,6.0,11076.68
2020-09-16 17:00:00,8.0,1.0,2.0,5.0,11043.23
2020-09-16 18:00:00,4.0,0.0,2.0,5.0,11011.04
2020-09-16 19:00:00,7.0,1.0,0.0,7.0,10986.05
2020-09-16 20:00:00,3.0,0.0,3.0,0.0,10995.5
2020-09-16 21:00:00,1.0,0.0,0.0,5.0,11018.01
2020-09-16 22:00:00,0.0,1.0,0.0,4.0,11025.47
2020-09-16 23:00:00,1.0,0.0,1.0,6.0,10959.61
2020-09-17 00:00:00,1.0,0.0,0.0,7.0,11000.01
2020-09-17 01:00:00,0.0,0.0,0.0,6.0,10958.87
2020-09-17 02:00:00,4.0,0.0,1.0,4.0,10929.41
2020-09-17 03:00:00,2.0,0.0,1.0,5.0,10871.89
2020-09-17 04:00:00,0.0,0.0,1.0,4.0,10910.44
2020-09-17 05:00:00,4.0,0.0,0.0,5.0,10914.07
2020-09-17 06:00:00,2.0,0.0,1.0,5.0,10864.83
2020-09-17 07:00:00,1.0,0.0,5.0,4.0,10887.81
2020-09-17 08:00:00,4.0,1.0,5.0,4.0,10869.51
2020-09-17 09:00:00,2.0,0.0,0.0,5.0,10881.82
2020-09-17 10:00:00,2.0,0.0,1.0,5.0,10827.07
2020-09-17 11:00:00,2.0,2.0,1.0,7.0,10883.73
2020-09-17 12:00:00,2.0,1.0,0.0,5.0,10805.02
2020-09-17 13:00:00,5.0,4.0,3.0,2.0,10817.3
2020-09-17 14:00:00,4.0,1.0,0.0,6.0,10841.05
2020-09-17 15:00:00,6.0,3.0,2.0,8.0,10839.62
2020-09-17 16:00:00,2.0,2.0,1.0,7.0,10846.07
2020-09-17 17:00:00,8.0,1.0,0.0,8.0,10866.09
2020-09-17 18:00:00,3.0,1.0,0.0,8.0,10912.43
2020-09-17 19:00:00,3.0,0.0,0.0,13.0,10922.57
2020-09-17 20:00:00,5.0,3.0,4.0,11.0,10937.86
2020-09-17 21:00:00,0.0,0.0,2.0,11.0,10964.04
2020-09-17 22:00:00,2.0,1.0,7.0,8.0,10918.27
2020-09-17 23:00:00,1.0,0.0,0.0,8.0,10943.61
2020-09-18 00:00:00,2.0,1.0,0.0,8.0,10907.69
2020-09-18 01:00:00,2.0,0.0,0.0,9.0,10901.63
2020-09-18 02:00:00,6.0,2.0,0.0,10.0,10923.43
2020-09-18 03:00:00,2.0,0.0,1.0,10.0,10926.51
2020-09-18 04:00:00,1.0,1.0,0.0,6.0,10906.1
2020-09-18 05:00:00,0.0,0.0,0.0,5.0,10931.76
2020-09-18 06:00:00,0.0,0.0,1.0,4.0,10969.39
2020-09-18 07:00:00,0.0,0.0,0.0,4.0,10952.69
2020-09-18 08:00:00,3.0,2.0,4.0,5.0,10959.44
2020-09-18 09:00:00,2.0,3.0,3.0,1.0,11012.32
2020-09-18 10:00:00,2.0,4.0,1.0,13.0,10973.16
2020-09-18 11:00:00,3.0,3.0,0.0,8.0,10976.14
2020-09-18 12:00:00,4.0,1.0,0.0,7.0,10986.68
2020-09-18 13:00:00,2.0,0.0,1.0,1.0,10917.43
2020-09-18 14:00:00,3.0,4.0,3.0,5.0,10949.34
2020-09-18 15:00:00,2.0,1.0,2.0,5.0,10898.3
2020-09-18 16:00:00,4.0,2.0,4.0,7.0,10884.81
2020-09-18 17:00:00,6.0,0.0,1.0,7.0,10835.14
2020-09-18 18:00:00,6.0,1.0,1.0,13.0,10863.96
2020-09-18 19:00:00,2.0,0.0,0.0,7.0,10869.38
2020-09-18 20:00:00,3.0,1.0,3.0,7.0,10887.55
2020-09-18 21:00:00,1.0,0.0,2.0,9.0,10945.95
2020-09-18 22:00:00,0.0,4.0,0.0,3.0,10932.03
2020-09-18 23:00:00,2.0,2.0,2.0,9.0,10937.52
2020-09-19 00:00:00,0.0,0.0,0.0,2.0,10977.95
2020-09-19 01:00:00,2.0,0.0,0.0,6.0,10950.0
2020-09-19 02:00:00,0.0,0.0,1.0,2.0,10974.99
2020-09-19 03:00:00,2.0,0.0,0.0,5.0,10982.09
2020-09-19 04:00:00,1.0,0.0,0.0,4.0,10963.1
2020-09-19 05:00:00,1.0,0.0,0.0,9.0,10935.13
2020-09-19 06:00:00,0.0,0.0,0.0,6.0,10946.46
2020-09-19 07:00:00,1.0,0.0,0.0,2.0,10904.36
2020-09-19 08:00:00,1.0,0.0,0.0,6.0,10929.41
2020-09-19 09:00:00,2.0,0.0,1.0,7.0,10948.01
2020-09-19 10:00:00,3.0,0.0,0.0,0.0,10992.87
2020-09-19 11:00:00,1.0,0.0,0.0,8.0,11144.86
2020-09-19 12:00:00,3.0,0.0,1.0,5.0,11103.9
2020-09-19 13:00:00,5.0,0.0,11.0,6.0,11108.97
2020-09-19 14:00:00,0.0,2.0,0.0,7.0,11085.0
2020-09-19 15:00:00,0.0,1.0,1.0,3.0,11092.57
2020-09-19 16:00:00,0.0,1.0,2.0,4.0,11060.3
2020-09-19 17:00:00,1.0,0.0,0.0,3.0,11071.98
2020-09-19 18:00:00,0.0,0.0,0.0,7.0,11051.84
2020-09-19 19:00:00,0.0,0.0,1.0,3.0,11059.77
2020-09-19 20:00:00,0.0,0.0,0.0,4.0,11095.01
2020-09-19 21:00:00,0.0,0.0,1.0,9.0,11052.44
2020-09-19 22:00:00,2.0,0.0,0.0,8.0,11069.22
2020-09-19 23:00:00,0.0,0.0,0.0,3.0,11080.0
2020-09-20 00:00:00,2.0,0.0,0.0,2.0,11057.32
2020-09-20 01:00:00,0.0,0.0,1.0,3.0,10942.49
2020-09-20 02:00:00,1.0,1.0,1.0,5.0,10918.69
2020-09-20 03:00:00,0.0,0.0,1.0,4.0,10947.43
2020-09-20 04:00:00,2.0,4.0,0.0,5.0,10969.32
2020-09-20 05:00:00,1.0,2.0,0.0,3.0,10953.05
2020-09-20 06:00:00,0.0,1.0,0.0,3.0,10967.1
2020-09-20 07:00:00,0.0,0.0,0.0,4.0,10959.33
2020-09-20 08:00:00,2.0,0.0,0.0,2.0,10954.53
2020-09-20 09:00:00,0.0,0.0,0.0,6.0,10962.96
2020-09-20 10:00:00,0.0,0.0,1.0,1.0,10983.52
2020-09-20 11:00:00,0.0,0.0,3.0,4.0,10950.0
2020-09-20 12:00:00,3.0,0.0,5.0,2.0,10850.01
2020-09-20 13:00:00,2.0,1.0,2.0,2.0,10863.99
2020-09-20 14:00:00,1.0,1.0,0.0,5.0,10839.02
2020-09-20 15:00:00,0.0,0.0,2.0,4.0,10837.57
2020-09-20 16:00:00,4.0,2.0,0.0,10.0,10854.35
2020-09-20 17:00:00,1.0,0.0,0.0,4.0,10899.95
2020-09-20 18:00:00,0.0,0.0,1.0,8.0,10893.44
2020-09-20 19:00:00,1.0,2.0,1.0,2.0,10871.78
2020-09-20 20:00:00,1.0,0.0,0.0,2.0,10855.05
2020-09-20 21:00:00,0.0,1.0,0.0,2.0,10872.89
2020-09-20 22:00:00,2.0,0.0,1.0,5.0,10875.62
2020-09-20 23:00:00,1.0,0.0,0.0,5.0,10920.89
2020-09-21 00:00:00,2.0,0.0,0.0,3.0,10958.31
2020-09-21 01:00:00,0.0,0.0,0.0,4.0,10943.93
2020-09-21 02:00:00,1.0,2.0,0.0,1.0,10944.92
2020-09-21 03:00:00,1.0,0.0,0.0,1.0,10965.7
2020-09-21 04:00:00,1.0,2.0,1.0,0.0,10960.12
2020-09-21 05:00:00,0.0,0.0,0.0,3.0,10965.01
2020-09-21 06:00:00,1.0,1.0,0.0,6.0,10950.18
2020-09-21 07:00:00,5.0,1.0,1.0,6.0,10898.05
2020-09-21 08:00:00,4.0,4.0,2.0,13.0,10846.37
2020-09-21 09:00:00,1.0,1.0,0.0,9.0,10695.62
2020-09-21 10:00:00,1.0,3.0,1.0,7.0,10662.12
2020-09-21 11:00:00,2.0,2.0,3.0,2.0,10630.0
2020-09-21 12:00:00,2.0,5.0,1.0,10.0,10567.09
2020-09-21 14:00:00,0.0,2.0,1.0,9.0,10408.9
2020-09-21 15:00:00,4.0,3.0,2.0,9.0,10416.35
2020-09-21 16:00:00,5.0,2.0,2.0,14.0,10375.39
2020-09-21 17:00:00,4.0,1.0,3.0,10.0,10392.69
2020-09-21 18:00:00,2.0,1.0,3.0,6.0,10440.0
2020-09-21 19:00:00,2.0,3.0,2.0,10.0,10499.94
2020-09-21 20:00:00,2.0,1.0,1.0,7.0,10478.38
2020-09-21 21:00:00,4.0,3.0,2.0,8.0,10504.96
2020-09-21 22:00:00,4.0,2.0,0.0,4.0,10481.68
2020-09-21 23:00:00,4.0,2.0,0.0,7.0,10416.82
2020-09-22 00:00:00,0.0,2.0,0.0,6.0,10456.13
2020-09-22 01:00:00,0.0,0.0,0.0,13.0,10434.76
2020-09-22 02:00:00,5.0,2.0,2.0,12.0,10465.82
2020-09-22 03:00:00,3.0,0.0,1.0,1.0,10447.11
2020-09-22 04:00:00,6.0,0.0,1.0,5.0,10462.38
2020-09-22 05:00:00,5.0,2.0,1.0,4.0,10459.14
2020-09-22 06:00:00,6.0,0.0,2.0,14.0,10423.0
2020-09-22 07:00:00,10.0,1.0,1.0,2.0,10370.83
2020-09-22 08:00:00,16.0,0.0,0.0,2.0,10458.27
2020-09-22 09:00:00,22.0,0.0,1.0,8.0,10451.25
2020-09-22 10:00:00,16.0,0.0,1.0,4.0,10458.88
2020-09-22 11:00:00,15.0,1.0,2.0,2.0,10453.22
2020-09-22 12:00:00,12.0,0.0,1.0,3.0,10490.68
2020-09-22 13:00:00,6.0,0.0,5.0,1.0,10470.96
2020-09-22 14:00:00,1.0,3.0,1.0,4.0,10436.0
2020-09-22 15:00:00,3.0,3.0,3.0,9.0,10451.5
2020-09-22 16:00:00,7.0,3.0,1.0,2.0,10452.3
2020-09-22 17:00:00,6.0,1.0,0.0,2.0,10487.28
2020-09-22 18:00:00,8.0,2.0,1.0,2.0,10492.39
2020-09-22 19:00:00,3.0,0.0,3.0,4.0,10495.01
2020-09-22 20:00:00,5.0,1.0,0.0,5.0,10515.92
2020-09-22 21:00:00,2.0,1.0,2.0,2.0,10552.34
2020-09-22 22:00:00,7.0,3.0,0.0,7.0,10514.0
2020-09-22 23:00:00,6.0,0.0,1.0,3.0,10531.13
2020-09-23 00:00:00,2.0,0.0,0.0,5.0,10511.87
2020-09-23 01:00:00,7.0,0.0,1.0,3.0,10513.0
2020-09-23 02:00:00,10.0,0.0,7.0,3.0,10519.87
2020-09-23 03:00:00,9.0,1.0,2.0,6.0,10478.33
2020-09-23 04:00:00,5.0,0.0,0.0,0.0,10470.39
2020-09-23 05:00:00,0.0,1.0,0.0,1.0,10471.51
