date,RPLprofits,RPLlosses,price
2014-07-06,4438770.040933470,1310183.8454439100,631.7065
2014-07-07,4422268.987985270,1298323.940940460,617.9918
2014-07-08,4347487.471732220,1269725.9180593800,620.2193
2014-07-09,4649188.584701870,1187446.9801784900,620.5496
2014-07-10,4705477.312703750,1170951.2995289300,615.1129
2014-07-11,4743695.8987399300,1141951.6182199700,631.1804
2014-07-12,4749539.264691160,1130004.2260880500,634.4775
2014-07-13,4566622.426720800,984606.6688014010,627.5759
2014-07-14,4411373.239867510,904245.074212805,618.3798
2014-07-15,4443488.911532420,787720.6096425950,619.3558
2014-07-16,4222203.801714850,760666.3295234680,615.2039
2014-07-17,4180653.6240756100,760687.0644703480,622.6234
2014-07-18,4262419.091043160,765520.7548027560,628.2156
2014-07-19,3921446.0018529200,877255.4558483470,625.8011
2014-07-20,3497627.8675843800,880262.4780258430,621.3725
2014-07-21,3409987.078309620,863771.9593183610,620.0103
2014-07-22,2834465.888035320,864010.904575857,618.8076
2014-07-23,2712368.9139259100,858730.7212819030,617.9274
2014-07-24,2726044.964426460,936377.7341560080,600.0065
2014-07-25,2701616.1885577100,967261.1485796740,599.928
2014-07-26,2667312.8558540100,1020397.5348701600,593.8526
2014-07-27,2623298.7147825900,1040038.2082104000,590.9454
2014-07-28,2681106.903536860,1169208.7582122000,584.6931
2014-07-29,2344449.5278277200,1268962.9919547200,582.2034
2014-07-30,2249611.3301360400,1424120.553518950,564.37
2014-07-31,2301014.0045080300,1472309.3138187300,581.3501
2014-08-01,2563537.404962560,1539526.0033821900,595.0845
2014-08-02,2594938.2473311100,1586078.5694583600,587.2878
2014-08-03,2566262.4593615500,1594118.5993876700,585.5078
2014-08-04,2753718.3473158300,1617905.1843731700,586.7639
2014-08-05,4160060.951438380,1700371.6658546700,583.1125
2014-08-06,4135586.9004120200,1753337.226920170,583.0355
2014-08-07,4124765.7348372000,1766757.3115598500,587.3971
2014-08-08,4101032.900361390,1667269.2590519700,590.5324
2014-08-09,4106187.8884737300,1662758.3077644500,588.095
2014-08-10,3921091.738371750,1654567.057120030,589.45
2014-08-11,3883311.2120173700,1717026.2625339800,573.3066
2014-08-12,3715574.9707735000,1777193.169985200,568.2099
2014-08-13,3693019.8614068400,1889508.3494882200,544.5681
2014-08-14,3641147.675624730,2346056.6365947300,508.5536
2014-08-15,3679331.1298752400,2557864.935768700,496.6164
2014-08-16,3719818.7935927100,2573972.3922915400,519.8314
2014-08-17,3715406.806686230,2564905.856640380,492.9513
2014-08-18,3728165.156040450,3189890.4559728500,460.6719
2014-08-19,3817928.285440110,3169534.491710060,486.736
2014-08-20,3832123.228448200,3205220.5535996500,511.9259
2014-08-21,3630994.7116768700,3404563.362703400,516.1605
2014-08-22,3657277.906763060,3456662.1804875200,513.9419
2014-08-23,3775918.643234250,3743499.805009090,497.2185
2014-08-24,3554445.4947827,3752444.722407290,508.5735
2014-08-25,2230054.048832910,3834711.949736280,501.6296
2014-08-26,2242498.677940650,3840716.645595320,513.4704
2014-08-27,2168493.0679970000,3897846.166476070,510.43
2014-08-28,2213378.021303280,5024084.707511600,507.0154
2014-08-29,2255715.7999486000,5279569.43604575,508.4224
2014-08-30,2223769.5492389500,5345180.388191150,501.2031
2014-08-31,2233669.2094413200,5382794.004016450,478.0734
2014-09-01,2350874.7457833000,5467287.820333260,474.1346
2014-09-02,2272797.821725430,5456151.700063620,475.3181
2014-09-03,2290364.5352924400,5052890.667779160,474.537
2014-09-04,2353733.603797210,4875414.683998560,489.0865
2014-09-05,2355690.2185621400,4922770.096599770,480.501
2014-09-06,2477225.55613871,4913140.132924740,482.2371
2014-09-07,2439683.079488950,4353150.962974530,479.4833
2014-09-08,2323678.976188080,4297295.3649478100,472.1479
2014-09-09,2218982.601852350,4492765.184247950,471.5576
2014-09-10,2143936.1008051600,4425742.175193040,477.5273
2014-09-11,2050716.2473837200,4403690.268505200,476.3349
2014-09-12,1902286.6538208000,4250879.7287526100,473.8254
2014-09-13,1866727.5459232800,4243680.799576270,477.0861
2014-09-14,1754299.0793947200,4093227.872433010,474.715
2014-09-15,1664163.868564660,4173236.7616391800,471.3586
2014-09-16,1633208.8358368800,4194970.458159680,463.7388
2014-09-17,1597977.586688780,3204733.3154180300,454.9143
2014-09-18,1540443.0470153100,3522884.2007713700,421.4594
2014-09-19,1540285.8136202500,4149104.51579965,391.9439
2014-09-20,1608726.501303660,4692250.200590330,406.8248
2014-09-21,1470597.1209331800,4728994.805294980,396.567
2014-09-22,1452869.0562375200,4681922.601983180,398.8854
2014-09-23,1576371.320904240,4747904.701703930,435.3779
2014-09-24,1472356.043628170,4843290.815217560,422.2984
2014-09-25,1374289.9013286500,4900743.7752812600,408.7985
2014-09-26,1178447.7638773500,5174212.639475000,401.9203
2014-09-27,1154253.7486005000,5111275.253098820,398.3571
2014-09-28,1225283.0277458600,5202510.793312500,376.1983
2014-09-29,1200774.6306978000,5591336.684096500,374.7344
2014-09-30,1219874.074377760,5687928.552258590,386.2687
2014-10-01,1208406.253924970,5881412.61154148,381.3324
2014-10-02,1226184.778606410,5931550.130229640,371.9859
2014-10-03,1248373.7237092900,6768470.955276870,356.5566
2014-10-04,1282718.6972864700,7295938.142339720,325.4921
2014-10-05,1697882.940705870,7759670.675386190,319.6406
2014-10-06,1754552.2779688400,9504573.025821790,328.4594
2014-10-07,1779543.404370620,9710224.031756970,334.0911
2014-10-08,2024750.0060665900,9389683.447051470,352.7889
2014-10-09,2116175.659377650,9076250.138294780,363.7751
2014-10-10,2117667.1296007600,8768816.091463050,358.6859
2014-10-11,2075433.0556461100,8624402.027662990,359.2029
2014-10-12,2134438.2286203100,8771950.60648069,376.1891
2014-10-13,2406416.622297380,8670500.120352920,388.377
2014-10-14,2569696.6852495600,8613334.402133530,398.7068
2014-10-15,2690755.9688044700,9080753.561677480,391.8433
2014-10-16,2749104.485027150,8800799.630453250,380.0801
2014-10-17,2794456.1841879100,8953320.109315170,380.4216
2014-10-18,2776371.0824365200,8774183.409596030,388.9618
2014-10-19,2761423.241142090,8138419.558577010,386.5889
2014-10-20,2684986.559492760,7957534.211927860,379.3713
2014-10-21,2687702.4782196100,7750478.454992620,382.377
2014-10-22,2695816.3000998000,7668827.134388680,379.0963
2014-10-23,2695587.2081217200,7094842.941704000,355.8614
2014-10-24,2655316.3474343100,6898110.943767930,355.1695
2014-10-25,2201403.467098920,6474227.844122100,346.1126
2014-10-26,2138173.3699150700,4695267.826350610,351.5414
2014-10-27,2055866.6222315700,4583961.536734750,348.9613
2014-10-28,1778705.201071390,4435904.722050930,351.8971
2014-10-29,1653062.7702810000,4396064.374365110,333.3788
2014-10-30,1552714.219558700,4226830.1891158900,343.7828
2014-10-31,1541463.5959342700,4586645.539173810,336.7995
2014-11-01,1520690.9798198900,4471586.282195890,325.3865
2014-11-02,1088778.2721573700,4531819.392744060,323.7426
2014-11-03,882412.2654496950,4627178.70440012,324.2303
2014-11-04,775894.1181293360,4297861.696653670,328.2833
2014-11-05,766261.6481121430,4335721.693063150,337.139
2014-11-06,871397.6038674710,4139061.461565810,348.235
2014-11-07,1098042.74484556,4306924.0726199600,341.0795
2014-11-08,1159102.0770469400,4355078.899241600,344.034
2014-11-09,1246328.2491087300,4478805.19816023,363.3062
2014-11-10,1342286.49108002,4526075.217689280,365.2897
2014-11-11,1381105.8515346200,4505160.877623820,366.9933
2014-11-12,1926233.538989690,4341571.156996850,427.2403
2014-11-13,2833774.70993256,4219833.201444790,417.1528
2014-11-14,2938956.3790067800,4261119.377007260,398.4273
2014-11-15,2978443.521146250,4339882.437230070,375.1288
2014-11-16,3058274.092348670,4157018.555907270,388.5542
2014-11-17,3076059.60628115,4290749.5458212100,385.8593
2014-11-18,3121610.1156835900,4145828.1865958600,372.377
2014-11-19,3138349.8986253800,4184529.5473910800,377.2368
2014-11-20,3133720.8069149000,4110496.5631685300,356.1388
2014-11-21,3083298.632956090,4118304.676867620,348.8617
2014-11-22,3084628.8274339800,4051429.8667738300,352.0417
2014-11-23,3131976.240602400,3871963.3404450800,366.7687
2014-11-24,3180025.930640070,3602934.1563197500,375.2355
2014-11-25,3149961.90953054,3553417.3982954200,375.7174
2014-11-26,3046684.7065472100,3619448.8120271300,368.5104
2014-11-27,2771594.7157256600,3487291.944749510,369.1426
2014-11-28,2911129.333413110,5750892.781436100,375.8489
2014-11-29,2830676.4667901900,5588634.652795680,375.2228
2014-11-30,2754861.0058125600,5489685.784698170,377.0901
2014-12-01,2764928.705155750,5476280.914915790,378.6444
2014-12-02,2274484.230944070,5663936.870001150,381.5364
2014-12-03,1383614.145690130,5505734.377247650,374.9728
2014-12-04,1304468.9191722000,6002570.04633063,369.155
2014-12-05,1307962.647157360,5887737.684904840,376.0361
2014-12-06,1227445.8120392700,5872531.749717950,374.0196
2014-12-07,1213824.2691288200,5697816.599005090,374.2558
2014-12-08,1178604.2019682400,7226507.113070430,360.9419
2014-12-09,1521047.7570037700,7406225.040633400,351.2694
2014-12-10,1531354.8015015600,7651961.499170110,344.6171
2014-12-11,1543876.0332174800,7593525.307254710,347.1331
2014-12-12,1613037.3354398900,7667301.935550650,350.9412
2014-12-13,1566655.3060786500,7701074.892364250,347.4713
2014-12-14,1496561.7690975200,7674346.72183813,351.1439
2014-12-15,1448390.680891690,7750110.740031420,345.0961
2014-12-16,1419868.485683560,7795718.410199720,326.0815
2014-12-17,1409030.6682429800,7965573.795924900,319.1713
2014-12-18,1205936.7218258300,5935756.068131040,310.7458
2014-12-19,1201216.0880029000,6083027.46872931,317.006
2014-12-20,1214175.8232950600,6224391.582560300,329.5742
2014-12-21,1128370.8930721500,6677143.431493960,319.2411
2014-12-22,1090580.2558384600,6477868.681597770,330.6709
2014-12-23,1201494.3874640000,6545019.060765700,334.0467
2014-12-24,1335223.3564333200,7185107.884126770,321.8843
2014-12-25,1280554.4686686200,7207159.700181130,318.6118
2014-12-26,1287883.7337783800,7222713.222284070,327.1582
2014-12-27,1243381.9097327900,7235605.846673010,315.167
2014-12-28,1224136.7234916900,5535212.6573610600,316.7959
2014-12-29,834935.1230192180,5410214.3414294,312.4412
2014-12-30,995000.5461541620,5995428.708196040,309.8708
2014-12-31,1035946.9653855100,6201062.17271,319.6958
2015-01-01,952001.547443216,6095346.958472970,313.9247
2015-01-02,958842.5548250390,6083694.288564870,314.5916
2015-01-03,941855.6515867210,6651141.811751910,279.8507
2015-01-04,970510.0610503840,6927054.325062760,263.6343
2015-01-05,985335.8353708460,7205791.253136100,272.9486
2015-01-06,1198955.2508226600,7200043.903692360,285.5759
2015-01-07,1309265.7169535700,7142521.258157910,294.8778
2015-01-08,1394529.2128172600,7466585.335570220,283.2513
2015-01-09,1385582.16778864,7819283.153622630,288.8441
2015-01-10,1397287.4718147300,7505158.592739520,274.0668
2015-01-11,1382398.8108783500,7560676.300798010,265.3692
2015-01-12,1236020.8000434600,7702027.408515520,267.0873
2015-01-13,1129279.1322891600,7246107.989323560,226.9823
2015-01-14,1159505.2490027800,8815862.134370750,177.2795
2015-01-15,1418100.264120510,9198512.515943790,210.4636
2015-01-16,1481785.9590773400,9462712.682438120,207.2243
2015-01-17,1493206.4261678600,9631360.464521370,199.625
2015-01-18,1544684.4711413200,9476441.003159730,209.932
2015-01-19,1409087.1538155000,8449506.00800515,213.9783
2015-01-20,1365847.2242633600,8295713.682993040,210.4817
2015-01-21,1509831.7197527800,9518329.959003740,225.9816
2015-01-22,1616000.5051462000,9586261.385784260,232.6616
2015-01-23,1662898.7295131500,9110953.617465310,232.9673
2015-01-24,1782577.34191041,8727044.211494710,247.9855
2015-01-25,1825630.1556491600,8308007.680634300,254.5073
