dates,0.1BTC,1BTC,10BTC,100BTC,1000BTC,10000BTC,prices
2009-03-08,0.0,0.0,6.896053693799229,0.0,3.1373480498303703,0.0,0.0
2009-03-09,0.0,0.0,6.497513982721873,0.0,0.0,0.0,0.0
2009-03-10,0.0,0.0,6.460064022482026,0.0,0.0,0.0,0.0
2009-03-11,0.0,0.0,6.534749324707557,0.0,0.0,0.0,0.0
2009-03-12,0.0,0.0,6.497513982721873,0.0,0.0,0.0,0.0
2009-03-13,0.0,0.0,6.931148341282388,0.0,2.480291412537853,0.0,0.0
2009-03-14,0.0,0.0,6.460064022482026,0.0,0.0,0.0,0.0
2009-03-15,0.0,0.0,6.789681450882888,0.0,0.0,0.0,0.0
2009-03-16,0.0,0.0,6.753851747215329,0.0,0.0,0.0,0.0
2009-03-17,0.0,0.0,6.608590643924399,0.0,0.0,0.0,0.0
2009-03-18,0.0,0.0,6.896053693799229,0.0,2.39618915329496,0.0,0.0
2009-03-19,0.0,0.0,6.825323068219026,0.0,0.0,0.0,0.0
2009-03-20,0.0,0.0,6.681615961813753,0.0,0.0,0.0,0.0
2009-03-21,0.0,0.0,3.412661534109513,0.0,0.0,0.0,0.0
2009-03-22,0.0,0.0,6.460064022482026,0.0,2.1239946704609722,0.0,0.0
2009-03-23,0.0,0.0,6.9660661861599635,0.0,0.0,0.0,0.0
2009-03-24,0.0,0.0,6.534749324707557,0.0,0.0,0.0,0.0
2009-03-25,0.0,0.0,6.534749324707557,0.0,0.0,0.0,0.0
2009-03-26,0.0,0.0,6.717830947728882,0.0,0.0,0.0,0.0
2009-03-27,0.0,0.0,6.3845051188300745,0.0,0.0,0.0,0.0
2009-03-28,0.0,0.0,6.645203614643024,0.0,2.8639938293948934,0.0,0.0
2009-03-29,0.0,0.0,6.645203614643024,0.0,0.0,0.0,0.0
2009-03-30,0.0,0.0,6.497513982721873,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,6.717830947728882,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,6.645203614643024,0.0,0.0,0.0,0.0
2009-04-02,0.0,0.0,6.5717736964890605,0.0,0.0,0.0,0.0
2009-04-03,0.0,0.0,6.42239568957465,0.0,0.0,0.0,0.0
2009-04-04,0.0,0.0,6.460064022482026,0.0,0.0,0.0,0.0
2009-04-05,0.0,0.0,6.717830947728882,0.0,2.6404718435518717,0.0,0.0
2009-04-06,0.0,0.0,6.497513982721873,0.0,0.0,0.0,0.0
2009-04-07,0.0,0.0,6.645203614643024,0.0,0.0,0.0,0.0
2009-04-08,0.0,0.0,6.497513982721873,0.0,0.0,0.0,0.0
2009-04-09,0.0,0.0,6.269459567543968,0.0,0.0,0.0,0.0
2009-04-10,0.0,0.0,6.460064022482026,0.0,0.0,0.0,0.0
2009-04-11,0.0,0.0,6.5717736964890605,0.0,0.0,0.0,0.0
2009-04-12,0.0,0.0,6.789681450882888,0.0,2.3090256442118213,0.0,0.0
2009-04-13,0.0,0.0,6.608590643924399,0.0,0.0,0.0,0.0
2009-04-14,0.0,0.0,6.5717736964890605,0.0,0.0,0.0,0.0
2009-04-15,0.0,0.0,6.645203614643024,0.0,0.0,0.0,0.0
2009-04-16,0.0,0.0,6.789681450882888,0.0,0.0,0.0,0.0
2009-04-17,0.0,0.0,6.825323068219026,0.0,0.0,0.0,0.0
2009-04-18,0.0,0.0,7.0008098739403595,0.0,0.0,0.0,0.0
2009-04-19,0.0,0.0,6.860779530538959,0.0,1.811348741111112,0.0,0.0
2009-04-20,0.0,0.0,6.789681450882888,0.0,0.0,0.0,0.0
2009-04-21,0.0,0.0,6.931148341282388,0.0,0.0,0.0,0.0
2009-04-22,0.0,0.0,6.9660661861599635,0.0,0.0,0.0,0.0
2009-04-23,0.0,0.0,5.395891665515231,0.0,0.0,0.0,0.0
2009-04-24,0.0,0.0,6.645203614643024,0.0,0.0,0.0,0.0
2009-04-25,0.0,0.0,6.5717736964890605,0.0,0.0,0.0,0.0
2009-04-26,0.0,0.0,6.5717736964890605,0.0,2.480291412537853,0.0,0.0
2009-04-27,0.0,0.0,6.534749324707557,0.0,0.0,0.0,0.0
2009-04-28,0.0,0.0,6.5717736964890605,0.0,0.0,0.0,0.0
2009-04-29,0.0,0.0,7.1380937241997096,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.0,7.272786614486757,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,6.5717736964890605,0.0,0.0,0.0,0.0
2009-05-02,0.0,0.0,6.534749324707557,0.0,0.0,0.0,0.0
2009-05-03,0.0,0.0,6.032790281658307,0.0,0.0,0.0,0.0
2009-05-04,0.0,0.0,6.825323068219026,0.0,0.0,0.0,0.0
2009-05-05,0.0,0.0,6.9660661861599635,0.0,0.0,0.0,0.0
2009-05-06,0.0,0.0,6.860779530538959,0.7874442618076618,0.0,0.0,0.0
2009-05-07,0.0,0.0,6.534749324707557,1.1136143546612656,0.0,0.0,0.0
2009-05-08,0.0,0.0,6.460064022482026,0.0,0.0,0.0,0.0
2009-05-09,0.0,0.0,5.071372733124577,0.0,0.0,0.0,0.0
2009-05-10,0.0,0.0,5.35073696651939,0.7874442618076618,0.0,0.0,0.0
2009-05-11,0.0,0.0,7.035381984807963,0.0,0.0,0.0,0.0
2009-05-12,0.0,0.0,7.339206135683678,0.0,0.0,0.0,0.0
2009-05-13,0.0,0.0,6.534749324707557,0.7874442618076618,0.0,0.0,0.0
2009-05-14,0.0,0.0,6.789681450882888,0.0,0.0,0.0,0.0
2009-05-15,0.0,0.0,7.035381984807963,0.0,0.0,0.0,0.0
2009-05-16,0.0,0.0,6.753851747215329,0.0,0.0,0.0,0.0
2009-05-17,0.0,0.0,6.931148341282388,0.0,0.0,0.0,0.0
2009-05-18,0.0,0.0,6.860779530538959,0.0,0.0,0.0,0.0
2009-05-19,0.0,0.0,5.869711701444328,0.0,0.0,0.0,0.0
2009-05-20,0.0,0.0,6.608590643924399,0.7874442618076618,0.0,0.0,0.0
2009-05-21,0.0,0.0,5.70197091659314,0.0,0.0,0.0,0.0
2009-05-22,0.0,0.0,4.974766309695383,0.0,0.0,0.0,0.0
2009-05-23,0.0,0.0,3.686095748999087,0.0,0.0,0.0,0.0
2009-05-24,0.0,0.0,6.072875707897415,0.0,0.0,0.0,0.0
2009-05-25,0.0,0.0,6.608590643924399,0.0,0.0,0.0,0.0
2009-05-26,0.0,0.0,6.497513982721873,0.0,0.0,0.0,0.0
2009-05-27,0.0,0.0,6.308041221343452,0.0,0.0,0.0,0.0
2009-05-28,0.0,0.0,6.191575058647788,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,6.460064022482026,0.0,0.0,0.0,0.0
2009-05-30,0.0,0.0,6.5717736964890605,0.0,0.0,0.0,0.0
2009-05-31,0.0,0.0,5.910903166113625,0.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,5.305197951422501,0.0,0.0,0.0,0.0
2009-06-02,0.0,0.0,6.825323068219026,0.0,0.0,0.0,0.0
2009-06-03,0.0,0.0,5.485086000071098,0.0,0.0,0.0,0.0
2009-06-04,0.0,0.0,5.4406716172800165,0.0,0.0,0.0,0.0
2009-06-05,0.0,0.0,3.4830330930799818,0.0,0.0,0.0,0.0
2009-06-06,0.0,0.0,3.619674168994984,0.0,0.0,0.0,0.0
2009-06-07,0.0,0.0,2.5116508822475625,0.0,0.0,0.0,0.0
2009-06-08,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-06-09,0.0,0.0,5.65925892255995,0.0,0.0,0.0,0.0
2009-06-10,0.0,0.0,5.35073696651939,0.0,0.0,0.0,0.0
2009-06-11,0.0,0.0,5.70197091659314,0.0,0.0,0.0,0.0
2009-06-12,0.0,0.0,5.529143623498631,0.0,0.0,0.0,0.0
2009-06-13,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-06-14,0.0,0.0,4.2941715943573175,0.0,0.0,0.0,0.0
2009-06-15,0.0,0.0,5.305197951422501,0.0,0.0,0.0,0.0
2009-06-16,0.0,0.0,5.35073696651939,0.0,0.0,0.0,0.0
2009-06-17,0.0,0.0,5.395891665515231,0.0,0.0,0.0,0.0
2009-06-18,0.0,0.0,5.305197951422501,0.0,0.0,0.0,0.0
2009-06-19,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-06-20,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-06-21,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-06-22,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-06-23,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-06-24,0.0,0.0,5.485086000071098,0.0,0.0,0.0,0.0
2009-06-25,0.0,0.0,4.514526864044971,0.0,0.0,0.0,0.0
2009-06-26,0.0,0.0,5.828229120150722,0.0,0.0,0.0,0.0
2009-06-27,0.0,0.0,5.485086000071098,0.0,0.0,0.0,0.0
2009-06-28,0.0,0.0,3.619674168994984,0.0,0.0,0.0,0.0
2009-06-29,0.0,0.0,5.395891665515231,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,5.305197951422501,1.1136143546612656,0.0,0.0,0.0
2009-07-01,0.0,0.0,4.7756943695845715,0.0,0.0,0.0,0.0
2009-07-02,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-07-03,0.0,0.0,5.071372733124577,0.0,0.0,0.0,0.0
2009-07-04,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-07-05,0.0,0.0,5.023301764495125,0.0,0.0,0.0,0.0
2009-07-06,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-07-07,0.0,0.0,4.925752638428021,0.0,0.0,0.0,0.0
2009-07-08,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-07-09,0.0,0.0,5.071372733124577,0.0,0.0,0.0,0.0
2009-07-10,0.0,0.0,5.023301764495125,0.0,0.0,0.0,0.0
2009-07-11,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-07-12,0.0,0.0,5.023301764495125,0.0,0.0,0.0,0.0
2009-07-13,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-07-14,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-07-15,0.0,0.0,4.1796397116959785,0.0,0.0,0.0,0.0
2009-07-16,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-07-17,0.0,0.0,4.121180333167481,0.0,0.0,0.0,0.0
2009-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-19,0.0,0.0,4.7756943695845715,0.0,0.0,0.0,0.0
2009-07-20,0.0,0.0,4.974902870033475,0.0,0.0,0.0,0.0
2009-07-21,0.0,0.0,5.572852948927971,0.0,0.0,0.0,0.0
2009-07-22,0.0,0.0,4.2941715943573175,0.0,0.0,0.0,0.0
2009-07-23,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-07-24,0.0,0.0,5.023301764495125,0.0,0.0,0.0,0.0
2009-07-25,0.0,0.0,3.2673746623537787,0.0,0.0,0.0,0.0
2009-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-27,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-07-28,0.0,0.0,3.115319505603277,0.0,0.0,0.0,0.0
2009-07-29,0.0,0.0,1.2065580563316616,0.0,0.0,0.0,0.0
2009-07-30,0.0,0.2958883325076503,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-04,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-08-05,0.0,0.0,5.395891665515231,0.0,0.0,0.0,0.0
2009-08-06,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-08-07,0.0,0.0,4.826232225326646,0.0,0.0,0.0,0.0
2009-08-08,0.0,0.0,4.925752638428021,0.0,0.0,0.0,0.0
2009-08-09,0.0,0.0,5.35073696651939,0.0,0.0,0.0,0.0
2009-08-10,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-08-11,0.0,0.0,5.023301764495125,0.0,0.0,0.0,0.0
2009-08-12,0.0,0.0,4.974766309695383,0.0,0.0,0.0,0.0
2009-08-13,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-08-14,0.0,0.0,4.7756943695845715,0.0,0.0,0.0,0.0
2009-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-19,0.0,0.0,0.9851505276856042,0.0,0.0,0.0,0.0
2009-08-20,0.0,0.0,1.8430478744995435,0.0,0.0,0.0,0.0
2009-08-21,0.0,0.0,1.5576597528016385,0.0,0.0,0.0,0.0
2009-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-23,0.0,0.0,0.6966066186159964,0.0,0.0,0.0,0.0
2009-08-24,0.0,0.0,2.0898198558479892,0.0,0.0,0.0,0.0
2009-08-25,0.0,0.0,4.4604587236162265,0.0,0.0,0.0,0.0
2009-08-26,0.0,0.0,4.567955077196286,0.0,0.0,0.0,0.0
2009-08-27,0.0,0.0,2.2028635479747996,0.0,0.0,0.0,0.0
2009-08-28,0.0,0.0,4.974766309695383,0.0,0.0,0.0,0.0
2009-08-29,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-08-30,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,4.876246330311974,0.7874442618076618,0.0,0.0,0.0
2009-09-01,0.0,0.0,4.826232225326646,0.0,0.0,0.0,0.0
2009-09-02,0.0,0.0,4.826232225326646,0.0,0.0,0.0,0.0
2009-09-03,0.0,0.0,4.925752638428021,0.0,0.0,0.0,0.0
2009-09-04,0.0,0.0,4.405727095949599,0.0,0.0,0.0,0.0
2009-09-05,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-09-06,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-09-07,0.0,0.0,5.305197951422501,0.0,0.0,0.0,0.0
2009-09-08,0.0,0.0,4.974766309695383,0.0,0.0,0.0,0.0
2009-09-09,0.0,0.0,4.7756943695845715,0.0,0.0,0.0,0.0
2009-09-10,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-09-11,0.0,0.0,4.925752638428021,0.0,0.0,0.0,0.0
2009-09-12,0.0,0.0,4.876246330311974,0.0,0.0,0.0,0.0
2009-09-13,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-09-14,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-09-15,0.0,0.0,3.878541506041669,0.0,0.0,0.0,0.0
2009-09-16,0.0,0.0,4.876246330311974,0.0,0.0,0.0,0.0
2009-09-17,0.0,0.0,5.485192161998574,0.0,0.0,0.0,0.0
2009-09-18,0.0,0.0,5.071372733124577,0.0,0.0,0.0,0.0
2009-09-19,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-09-20,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-09-21,0.0,0.0,4.876246330311974,0.0,0.0,0.0,0.0
2009-09-22,0.0,0.0,1.5576597528016385,0.0,0.0,0.0,0.0
2009-09-23,0.0,0.0,3.3408079809068765,0.0,0.0,0.0,0.0
2009-09-24,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-09-25,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-09-26,0.0,0.0,5.395891665515231,0.0,0.0,0.0,0.0
2009-09-27,0.0,0.0,5.4406716172800165,0.0,0.0,0.0,0.0
2009-09-28,0.0,0.0,5.259264637064567,0.0,0.0,0.0,0.0
2009-09-29,0.0,0.0,5.212926600440321,0.0,0.0,0.0,0.0
2009-09-30,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,5.166172951080778,0.0,0.0,0.0,0.0
2009-10-02,0.0,0.0,4.2941715943573175,0.0,0.0,0.0,0.0
2009-10-03,0.0,0.0,3.2673746623537787,0.0,0.0,0.0,0.0
2009-10-04,0.0,0.0,3.2673746623537787,0.0,0.0,0.0,0.0
2009-10-05,0.0,0.0,3.1922525594150373,0.0,0.0,0.0,0.0
2009-10-06,0.0,0.0,3.0364378539487076,0.0,0.0,0.0,0.0
2009-10-07,0.0,0.0,3.412661534109513,0.0,0.0,0.0,0.0
2009-10-08,0.0,0.0,4.2941715943573175,0.0,0.0,0.0,0.0
2009-10-09,0.0,0.0,4.4604587236162265,0.0,0.0,0.0,0.0
2009-10-10,0.0,0.0,4.350306938927974,0.0,0.0,0.0,0.0
2009-10-11,0.0,0.0,3.8154715872337936,0.0,0.0,0.0,0.0
2009-10-12,0.0,0.0,3.8154715872337936,0.0,0.0,0.0,0.0
2009-10-13,0.0,0.0,3.4830330930799818,0.0,0.0,0.0,0.0
2009-10-14,0.0,0.0,3.619674168994984,0.0,0.0,0.0,0.0
2009-10-15,0.0,0.0,4.1796397116959785,0.0,0.0,0.0,0.0
2009-10-16,0.0,0.0,4.001700360632615,0.0,0.0,0.0,0.0
2009-10-17,0.0,0.0,3.5520107416208524,0.0,0.0,0.0,0.0
2009-10-18,0.0,0.0,4.1796397116959785,0.0,0.0,0.0,0.0
2009-10-19,0.0,0.0,6.032790281658307,0.0,0.0,0.0,0.0
2009-10-20,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-10-21,0.0,0.0,4.405727095949599,0.0,0.0,0.0,0.0
2009-10-22,0.0,0.0,4.514526864044971,0.0,0.0,0.0,0.0
2009-10-23,0.0,0.0,4.2941715943573175,0.0,0.0,0.0,0.0
2009-10-24,0.0,0.0,2.6064633002201605,0.0,0.0,0.0,0.0
2009-10-25,0.0,0.0,3.4830330930799818,0.0,0.0,0.0,0.0
2009-10-26,0.0,0.0,3.5520107416208524,0.0,0.0,0.0,0.0
2009-10-27,0.0,0.0,3.4830330930799818,0.0,0.0,0.0,0.0
2009-10-28,0.0,0.0,3.3408079809068765,0.0,0.0,0.0,0.0
2009-10-29,0.0,0.0,3.115319505603277,0.0,0.0,0.0,0.0
2009-10-30,0.0,0.0,3.686095748999087,0.0,0.0,0.0,0.0
2009-10-31,0.0,0.0,1.5576597528016385,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.6966066186159964,0.0,0.0,0.0,0.0
2009-11-02,0.0,0.0,3.115319505603277,0.0,0.0,0.0,0.0
2009-11-03,0.0,0.0,3.2673746623537787,0.0,0.0,0.0,0.0
2009-11-04,0.0,0.0,3.7513414469878312,0.0,0.0,0.0,0.0
2009-11-05,0.0,0.0,3.3408079809068765,0.0,0.0,0.0,0.0
2009-11-06,0.0,0.0,3.619674168994984,0.0,0.0,0.0,0.0
2009-11-07,0.0,0.0,3.4830330930799818,0.0,0.0,0.0,0.0
2009-11-08,0.0,0.0,3.9406021107424167,0.0,0.0,0.0,0.0
2009-11-09,0.0,0.0,4.121180333167481,0.0,0.0,0.0,0.0
2009-11-10,0.0,0.0,3.8154715872337936,0.0,0.0,0.0,0.0
2009-11-11,0.0,0.0,3.686095748999087,0.0,0.0,0.0,0.0
2009-11-12,0.0,0.0,4.061879682780722,0.0,0.0,0.0,0.0
2009-11-13,0.0,0.0,4.061879682780722,0.0,0.0,0.0,0.0
2009-11-14,0.0,0.0,4.121180333167481,0.0,0.0,0.0,0.0
2009-11-15,0.0,0.0,4.7756943695845715,0.0,0.0,0.0,0.0
2009-11-16,0.0,0.0,4.4604587236162265,0.0,0.0,0.0,0.0
2009-11-17,0.0,0.0,4.237292638075125,0.0,0.0,0.0,0.0
2009-11-18,0.0,0.0,4.121180333167481,0.0,0.0,0.0,0.0
2009-11-19,0.0,0.0,3.8154715872337936,0.0,0.0,0.0,0.0
2009-11-20,0.0,0.0,4.1796397116959785,0.0,0.0,0.0,0.0
2009-11-21,0.0,0.0,3.3408079809068765,0.0,0.0,0.0,0.0
2009-11-22,0.0,0.0,4.514526864044971,0.0,0.0,0.0,0.0
2009-11-23,0.0,0.0,4.672979258404915,0.0,0.0,0.0,0.0
2009-11-24,0.0,0.0,4.061879682780722,0.0,0.0,0.0,0.0
2009-11-25,0.0,0.0,4.2941715943573175,0.0,0.0,0.0,0.0
2009-11-26,0.0,0.0,4.001700360632615,0.0,0.0,0.0,0.0
2009-11-27,0.0,0.0,3.7513414469878312,0.0,0.0,0.0,0.0
2009-11-28,0.0,0.0,4.237292638075125,0.0,0.0,0.0,0.0
2009-11-29,0.0,0.0,4.350306938927974,0.0,0.0,0.0,0.0
2009-11-30,0.0,0.0,3.9406021107424167,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,4.620996593357301,0.0,0.0,0.0,0.0
2009-12-02,0.0,0.0,4.7756943695845715,0.0,0.0,0.0,0.0
2009-12-03,0.0,0.0,4.405727095949599,0.0,0.0,0.0,0.0
2009-12-04,0.0,0.0,1.2065580563316616,0.0,0.0,0.0,0.0
2009-12-05,0.0,0.0,1.9703010553712084,3.3327595805389505,0.0,0.0,0.0
2009-12-06,0.0,0.0,4.001700360632615,0.0,0.0,0.0,0.0
2009-12-07,0.0,0.0,4.237292638075125,0.0,0.0,0.0,0.0
2009-12-08,0.0,0.0,4.061879682780722,0.0,0.0,0.0,0.0
2009-12-09,0.0,0.22919411682784244,4.061879682780722,0.0,0.0,0.0,0.0
2009-12-10,0.0,0.0,4.237292638075125,0.0,0.0,0.0,0.0
2009-12-11,0.0,0.0,4.974766309695383,0.0,0.0,0.0,0.0
2009-12-12,0.0,0.0,4.350306938927974,0.0,0.0,0.0,0.0
2009-12-13,0.0,0.0,4.620765560854926,0.0,0.0,0.0,0.0
2009-12-14,0.0,0.0,4.724615955882781,0.0,0.0,0.0,0.0
2009-12-15,0.0,0.0,4.620765560854926,0.0,0.0,0.0,0.0
2009-12-16,0.0,0.0,4.7756943695845715,0.0,0.0,0.0,0.0
2009-12-17,0.0,0.13232528504723337,5.395891665515231,0.0,0.0,0.0,0.0
2009-12-18,0.0,0.0,6.032790281658307,0.0,0.0,0.0,0.0
2009-12-19,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-12-20,0.0,0.0,5.118992301164269,0.0,0.0,0.0,0.0
2009-12-21,0.0,0.0,5.572852948927971,0.0,0.0,0.0,0.0
2009-12-22,0.0,0.0,4.672979258404915,0.0,0.0,0.0,0.0
2009-12-23,0.0,0.0,4.567955077196286,0.0,0.0,0.0,0.0
2009-12-24,0.0,0.0,4.7756943695845715,0.0,0.0,0.0,0.0
