,Profits(1h),Losses(1h),Profits(>200D),Losses(>200D),Profits(<200D),Losses(<200D),prices
2010-08-17,286.5803900714300,25.932635285714300,38.25844285714290,0.0,248.32194721428700,25.932635285714300,0.07
2010-08-18,296.8594147142870,25.82812514285720,28.07987142857150,0.0,268.77954328571600,25.82812514285720,0.068
2010-08-19,291.6115968571440,22.280658928571400,28.07987142857150,0.0,263.53172542857300,22.280658928571400,0.0667
2010-08-20,274.8170215000010,23.652569571428600,27.85737142857150,0.0,246.9596500714300,23.652569571428600,0.0655
2010-08-21,290.7641730000010,24.486370928571400,13.950228571428600,0.0,276.8139444285730,24.486370928571400,0.0664
2010-08-22,304.52877692857200,24.495613000000000,6.772728571428600,0.0,297.75604835714400,24.495613000000000,0.066
2010-08-23,236.3544761428570,24.503250785714300,5.25130000000003,0.0,231.10317614285700,24.503250785714300,0.0649
2010-08-24,219.29062507142900,24.52646642857140,2.94367704814899E-14,0.0,219.29062507142900,24.52646642857140,0.065
2010-08-25,203.7847787142860,18.42254578571430,2.94367704814899E-14,0.0,203.784778714286,18.42254578571430,0.0648
2010-08-26,200.68802135714300,18.90744528571430,2.94367704814899E-14,0.0,200.68802135714300,18.90744528571430,0.064
2010-08-27,175.63571100000000,15.111509285714300,1.6250000000000300,0.0,174.0107110000000,15.111509285714300,0.065
2010-08-28,172.4028315,15.797406142857200,1.6250000000000300,0.0,170.7778315000000,15.797406142857200,0.0641
2010-08-29,160.83023007142900,16.085413071428600,1.6250000000000300,0.0,159.20523007142900,16.085413071428600,0.064
2010-08-30,132.46470450003200,13.55932957142860,1.6250000000000300,0.0,130.8397045000330,13.55932957142860,0.065
2010-08-31,139.25408278574600,23.716676713992900,7.625000000000030,0.0,131.6290827857470,23.716676713992900,0.06
2010-09-01,118.3789552140690,24.50056264257290,7.625000000000030,0.0,110.75395521407000,24.50056264257290,0.0629
2010-09-02,119.08050764264400,24.403164642572900,7.625000000000030,0.0,111.45550764264500,24.403164642572900,0.0634
2010-09-03,116.65250528550100,26.695858999715700,10.017500000000000,0.0,106.63500528550200,26.695858999715700,0.0609
2010-09-04,82.39780742835860,25.268449071144300,10.017500000000000,0.0,72.38030742835890,25.268449071144300,0.0624
2010-09-05,78.85309449978720,27.721079571144300,12.659436000000000,0.0,66.19365849978750,27.721079571144300,0.0616
2010-09-06,87.99867028550150,30.064171856710000,12.659436000000000,0.0,75.33923428550180,30.064171856710000,0.0616
2010-09-07,95.07234942835860,32.673272070995700,12.659436000000000,0.0,82.41291342835900,32.673272070995700,0.061
2010-09-08,95.35051407116720,33.07085071386790,12.659436000000000,0.0,82.69107807116750,33.07085071386790,0.062
2010-09-09,147.1323372854530,34.84695757089500,12.659436000000000,0.0,134.47290128545300,34.84695757089500,0.0611
