Dates,Values,Prices
2011-04-02,20262.200000000004,0.782
2011-04-03,279.91999999999996,0.779
2011-04-04,108.56999999999995,0.68
2011-04-05,603.07,0.71
2011-04-06,96.79,0.74
2011-04-07,335.28000000000026,0.7538
2011-04-08,312.0100000000003,0.75
2011-04-09,290.35000000000025,0.73
2011-04-10,352.4100000000001,0.7369
2011-04-11,227.06000000000006,0.77
2011-04-12,584.01,0.86
2011-04-13,445.12000000000006,0.9225
2011-04-14,326.36999999999995,1.0
2011-04-15,353.59000000000003,0.9899
2011-04-16,174.59999999999997,1.0499
2011-04-17,325.45999999999987,1.1123
2011-04-18,715.6399999999998,1.162
2011-04-19,869.7899999999987,1.1979
2011-04-20,1022.2799999999996,1.1421
2011-04-21,200.85000040000008,1.21
2011-04-22,265.40000000000015,1.409
2011-04-23,413.8400000000002,1.7001
2011-04-24,6702.440000000005,1.6301
2011-04-25,104.76999999999995,1.559
2011-04-26,182.59000000000017,1.7949
2011-04-27,690.6109999999999,1.9
2011-04-28,209.85479515000014,2.2106
2011-04-29,375.36737895000016,2.88
2011-04-30,226.1443700100002,3.5
2011-05-01,253.21000000000015,3.0331
2011-05-02,133.01174732,3.2
2011-05-03,352.1059681799999,3.41
2011-05-04,60600.03999999994,3.4061
2011-05-05,503.0802098200001,3.333
2011-05-06,275.5649130700001,3.45
2011-05-07,136.93406579999996,3.641
2011-05-08,508.3825054899999,3.8659
2011-05-09,2092.3874485599995,3.8
2011-05-10,262.24540737,5.81
2011-05-11,1657.1041522499995,5.5
2011-05-12,685.7037181100001,6.3002
2011-05-13,1518.6188899199992,8.198
2011-05-14,658.37659104,7.1977
2011-05-15,341.95626863999996,6.987
2011-05-16,1917.173622419999,8.0339
2011-05-17,11923.685879810002,7.19
2011-05-18,407.39540775999984,6.88
2011-05-19,331.68813628999993,6.805
2011-05-20,1260.9690735799988,5.5904
2011-05-21,281.0728676299998,6.1197
2011-05-22,306.14729499,6.6901
2011-05-23,537.32103878,7.1499
2011-05-24,4792.2475570900015,7.42
2011-05-25,1089.9345057899998,8.3997
2011-05-26,481.9336343699996,8.798
2011-05-27,1315.6176554499998,8.5002
2011-05-28,312.3863429800001,8.3001
2011-05-29,566.3691928099998,8.4299
2011-05-30,327.37874132999997,8.8
2011-05-31,9947.95793526,8.741
2011-06-01,1001.4937431199999,9.57
2011-06-02,629.4902379399997,10.6
2011-06-03,6573.682402390001,14.29
2011-06-04,821.0273400299998,18.89
2011-06-05,398.61978428999987,16.7
2011-06-06,1024.2743744599998,18.5499
2011-06-07,520.77746545,23.9234
2011-06-08,1994.9684768,29.6
2011-06-09,1809.03076052,28.919
2011-06-10,1346.688923679999,23.9497
2011-06-11,2697.594499580002,14.6511
2011-06-12,2824.007952380001,18.5464
2011-06-13,1026.1036404200001,19.84
2011-06-14,2223.59755686,19.28
2011-06-15,1041.82733955,19.49
2011-06-16,2934.523430759999,17.0
2011-06-17,3287.055226979998,15.681
2011-06-18,1166.02814358,16.89
2011-06-19,1837.1223801600004,17.51
2011-06-20,1732.2569064900003,17.51
2011-06-21,1418.374013759999,17.51
2011-06-22,1975.1890138599995,17.51
2011-06-23,1915.3008637699998,17.51
2011-06-24,903.0977364900002,17.51
2011-06-25,1344.9738842500003,17.51
2011-06-26,1200.91508545,16.45
2011-06-27,5552.16382318,16.75
2011-06-28,1449.563591929999,16.9498
2011-06-29,2516.17043351,16.845
2011-06-30,906.7360400299999,16.101
2011-07-01,892.3268761500005,15.397
2011-07-02,672.7294830799995,15.4
2011-07-03,1359.2886272699986,15.4405
2011-07-04,1184.46503986,13.86
2011-07-05,1396.8653852700004,12.9069
2011-07-06,1400.9372384099995,14.7835
2011-07-07,887.7148994700001,14.7761
2011-07-08,1132.499641659999,14.314
2011-07-09,707.6442138300002,14.38
2011-07-10,8437.55322612,14.9
2011-07-11,2151.0570559599996,14.2091
2011-07-12,947.96278946,14.0094
2011-07-13,1002.7632339399997,13.951
2011-07-14,1031.9069545599998,13.99
2011-07-15,1066.70440064,13.81
2011-07-16,773.0461392299999,13.7191
2011-07-17,759.0857475399998,13.16
2011-07-18,1242.5566866900003,13.48
2011-07-19,859.1346423100001,13.8502
2011-07-20,563.4382365299997,13.6894
2011-07-21,678.75634244,13.61
2011-07-22,682.5968167499998,13.6954
2011-07-23,592.7576438100001,13.68
2011-07-24,471.48221110000003,13.98
2011-07-25,1120.5349551599998,14.0478
2011-07-26,893.5237747700002,13.8821
2011-07-27,541.2887791599998,13.9394
2011-07-28,8361.85007473,13.4901
2011-07-29,680.9369600100001,13.4983
2011-07-30,318.0142839599999,13.5303
2011-07-31,357.81807320999985,13.35
2011-08-01,439.83849618999994,13.0946
2011-08-02,641.4827838899998,12.05
2011-08-03,396.30414945999996,9.26
2011-08-04,658.62249795,10.75
2011-08-05,699.5916222899996,9.7999
2011-08-06,516.4641659599998,6.55
2011-08-07,509.03602291000004,7.9
2011-08-08,48282.38212651,7.7999
2011-08-09,1077.5135728500004,9.99
2011-08-10,1503.505329339999,9.98
2011-08-11,335.09175647999996,9.4625
2011-08-12,574.7802243200001,9.4605
2011-08-13,434.0871603199999,10.131
2011-08-14,780.5493580999998,10.7957
2011-08-15,417.34970882000005,11.1498
2011-08-16,808.7888804499996,10.9641
2011-08-17,930.1266461399996,10.9456
2011-08-18,484.3026749899999,10.83
2011-08-19,263.0480823299999,11.65
2011-08-20,385.14775320000007,11.453
2011-08-21,664.6426528599997,11.3113
2011-08-22,384.33282002999994,10.895
2011-08-23,473.8029907400001,10.94
2011-08-24,650.5951501100002,10.8506
2011-08-25,435.87275182999986,9.657
2011-08-26,405.24806232,8.1794
2011-08-27,349.5185758500001,8.5902
2011-08-28,202.72070679999996,9.0701
2011-08-29,1103.0522132799997,8.969
2011-08-30,324.18890867,8.7913
2011-08-31,361.80865137999984,8.1995
2011-09-01,324.62499052,8.21
2011-09-02,302.69097476999997,8.64
2011-09-03,384.52304606999996,8.48
2011-09-04,589.9465128600001,8.178
2011-09-05,330.6333160799999,7.611
2011-09-06,506.01264489999977,6.8628
2011-09-07,549.7933187299998,7.1864
2011-09-08,294.83333462999985,6.53
2011-09-09,565.9353677200003,5.03
2011-09-10,258.64037988999985,4.7739
2011-09-11,323.36587634999995,5.8644
2011-09-12,540.4047925600001,6.078
2011-09-13,445.2887693699998,5.8
2011-09-14,367.6710742599999,5.6193
2011-09-15,501.6694481199997,4.84
2011-09-16,376.11949475999984,4.82
2011-09-17,216.78546959,4.77
2011-09-18,439.8579019299997,5.2
2011-09-19,769.5283067399998,5.46
2011-09-20,611.3690234700001,6.1119
2011-09-21,448.71385676000006,5.6114
2011-09-22,333.9397126199999,5.4278
2011-09-23,501.31782909,5.5451
2011-09-24,378.88385166,5.4683
2011-09-25,268.66208594000005,5.33
2011-09-26,238.6415182500001,4.8697
2011-09-27,1376.9454849599995,4.9156
2011-09-28,470.46488443999976,4.7725
2011-09-29,272.39918125999986,4.7794
2011-09-30,420.12948153999986,5.1401
2011-10-01,405.8126824299998,5.0324
2011-10-02,712.6542885599995,5.027
2011-10-03,709.4648279999999,5.024
2011-10-04,544.7581550500001,4.96
2011-10-05,271.45008419000015,4.87
2011-10-06,355.20667706,4.7344
2011-10-07,1732.6531801300005,4.2728
2011-10-08,280.11859479999987,4.0075
2011-10-09,465.70061604999995,4.1029
2011-10-10,428.4503263899997,4.1
2011-10-11,241.18150730999997,3.9308
2011-10-12,377.32858803999983,4.15
2011-10-13,465.55648124999993,4.0462
2011-10-14,390.6811673300001,3.9879
2011-10-15,1580.4801129900004,3.8421
2011-10-16,875.3406743000002,3.557
2011-10-17,1768.2078008000005,2.56
2011-10-18,2554.8983836900015,2.419
2011-10-19,1718.1757280799998,2.27
2011-10-20,567.63420787,2.348
2011-10-21,864.0625132000001,2.57
2011-10-22,494.19747627,3.1588
2011-10-23,584.7996626900001,3.17
2011-10-24,559.7095317699998,2.545
2011-10-25,477.94325132,2.77
2011-10-26,700.7905340000002,2.773
2011-10-27,674.8216970299999,3.04
2011-10-28,4107.446758,3.19
2011-10-29,220.91267548000002,3.5811
2011-10-30,331.31574516000006,3.27
2011-10-31,179.31134797999994,3.248
2011-11-01,1109.90828711,3.15
2011-11-02,771.8238806000003,3.2543
2011-11-03,192.6302432199999,3.152
2011-11-04,663.9129778099996,3.109
2011-11-05,471.0683813900002,2.97
2011-11-06,588.1469888399998,2.9596
2011-11-07,297.0902305299999,3.0068
2011-11-08,230.64639255999998,3.035
2011-11-09,372.7345293700001,2.95
2011-11-10,330.8352325599999,2.8399
2011-11-11,225.97548310999997,3.08
2011-11-12,196.28810621999995,3.031
2011-11-13,932.2265089399998,2.9969
2011-11-14,341.89496575,2.22
2011-11-15,1517.994776450001,2.329
2011-11-16,708.0799331699998,2.5604
2011-11-17,527.6963640399999,2.25
2011-11-18,2170.126290280003,2.05
2011-11-19,374.47182639999994,2.1959
2011-11-20,365.99786327,2.2
2011-11-21,802.3910878,2.294
2011-11-22,466.12888032,2.3289
2011-11-23,212.8457922199999,2.3321
2011-11-24,376.5992313999999,2.4321
2011-11-25,229.81628149999992,2.5061
2011-11-26,546.2364252699997,2.47
2011-11-27,246.52190118999988,2.4799
2011-11-28,248.90217008999994,2.55
2011-11-29,707.3104065199999,2.7502
2011-11-30,714.1866395699999,2.9701
2011-12-01,2680.836765240001,3.06
2011-12-02,418.28427039999985,3.1151
2011-12-03,314.21948098999974,2.794
2011-12-04,597.59487493,2.8281
2011-12-05,934.4680837899999,2.8798
2011-12-06,652.2861518999995,3.03
2011-12-07,682.5308705899995,2.99
2011-12-08,332.8226012,2.98
2011-12-09,241.01251418999996,2.97
2011-12-10,797.7865526399997,3.05
2011-12-11,459.3129679199998,3.2511
2011-12-12,659.8221195499997,3.135
2011-12-13,1170.8691855800002,3.2499
2011-12-14,1319.13535283,3.15
2011-12-15,122.77069837,3.2
2011-12-16,278.6761585799999,3.2
2011-12-17,167.65066446,3.2001
2011-12-18,292.58647270999995,3.193
2011-12-19,269.23378098,3.5202
2011-12-20,311.84172396999986,3.95
2011-12-21,1276.3205304200008,3.89
2011-12-22,593.2663640899998,3.8901
2011-12-23,994.7705834999999,3.9468
2011-12-24,202.76310655,3.94
2011-12-25,307.21502611999983,4.225
2011-12-26,220.39384111999996,4.018
2011-12-27,511.73668821999985,4.07
2011-12-28,580.67437406,4.1855
2011-12-29,673.9155957600001,4.166
2011-12-30,253.85258816999996,4.248
2011-12-31,181.36062760999997,4.722
2012-01-01,212.50018726,5.2677
2012-01-02,474.57255888999987,5.2168
2012-01-03,187.89876248000002,4.8808
2012-01-04,644.4911227799997,5.5738
2012-01-05,734.2736818899998,6.9476
2012-01-06,403.8998812700001,6.6969
2012-01-07,274.1150620599999,6.81
2012-01-08,1227.7557398099993,7.1136
2012-01-09,320.39773884000005,6.3257
2012-01-10,769.6747625299998,6.36
2012-01-11,615.5476738699998,6.9
2012-01-12,1657.4205237300005,6.8
2012-01-13,338.4084868299998,6.41
2012-01-14,542.8120617499999,6.75
2012-01-15,206.52507627000003,7.0018
2012-01-16,198.8764642499999,6.6825
2012-01-17,248.04835192999988,5.6
2012-01-18,524.6739042499999,5.92
2012-01-19,403.2341759499999,6.3598
2012-01-20,910.7569753399995,6.4898
2012-01-21,486.5799547999999,6.18
2012-01-22,271.2220343399998,6.3097
2012-01-23,265.4551174099999,6.356
2012-01-24,643.2429551900001,6.2898
2012-01-25,542.6644911699999,5.75
2012-01-26,177.79773486000005,5.34
2012-01-27,703.2187078599997,5.292
2012-01-28,669.1240459500001,5.6267
2012-01-29,1055.9753649099994,5.3809
2012-01-30,669.83845703,5.4905
2012-01-31,602.59954072,5.4838
2012-02-01,305.92180571,6.0756
2012-02-02,481.97798021999995,6.1
2012-02-03,637.0322776600002,5.9593
2012-02-04,694.42717296,5.8734
2012-02-05,667.8911113400001,5.6888
2012-02-06,232.09842695000006,5.4535
2012-02-07,355.8232979399999,5.69
2012-02-08,656.9167877300001,5.6
2012-02-09,311.83356588000004,5.83
2012-02-10,216.63693167,5.9126
2012-02-11,116.61724888999998,5.6005
2012-02-12,584.1133328899999,5.5147
2012-02-13,436.54508088999995,5.26
2012-02-14,1011.36682892,4.4629
2012-02-15,697.5510552699999,4.3251
2012-02-16,1611.517872289999,4.2739
2012-02-17,364.7564885900001,4.41
2012-02-18,691.96767677,4.222
2012-02-19,588.3685892600004,4.3867
2012-02-20,220.44194721,4.3615
2012-02-21,200.44219145999998,4.272
2012-02-22,303.04440833,4.4247
2012-02-23,389.6521942300002,5.015
2012-02-24,404.38509395999995,5.0288
2012-02-25,152.57050213000008,4.773
2012-02-26,253.96469227999998,4.922
2012-02-27,697.4002858099998,4.956
2012-02-28,264.85984234999995,4.868
2012-02-29,1142.6077268399997,4.86
2012-03-01,606.8507062699999,4.9213
2012-03-02,1178.9414351100002,4.705
2012-03-03,597.8498195900002,4.6144
2012-03-04,650.82893415,4.82
2012-03-05,264.59134478000004,4.9843
2012-03-06,528.8433481999999,4.9901
2012-03-07,920.9749867400003,4.9375
2012-03-08,689.0982195700001,4.9302
2012-03-09,579.9923994699999,4.8611
2012-03-10,265.41476876999997,4.8332
2012-03-11,932.1875614700001,4.91
2012-03-12,451.3286593999999,4.8901
2012-03-13,918.1544399700001,5.27
2012-03-14,370.0493341999998,5.38
2012-03-15,515.3050538,5.3266
2012-03-16,351.37656162999986,5.3439
2012-03-17,798.3116271099996,5.2159
2012-03-18,835.97935638,5.2794
2012-03-19,375.0052527099999,4.6939
2012-03-20,977.9158080199998,4.8379
2012-03-21,3436.267533020001,4.8149
2012-03-22,408.87744725000016,4.7043
2012-03-23,2593.402609840001,4.686
2012-03-24,980.890239,4.676
2012-03-25,268.89538618000006,4.55
2012-03-26,1528.7918887,4.6191
2012-03-27,864.9826360099997,4.8113
2012-03-28,610.87772621,4.788
2012-03-29,1054.9157770799998,4.8084
2012-03-30,851.3408933500001,4.86
2012-03-31,456.36578460000004,4.9087
2012-04-01,472.51508731999996,4.827
2012-04-02,705.8837124399996,4.974
2012-04-03,646.6206595599999,4.952
2012-04-04,614.03484305,4.9101
2012-04-05,1158.5561191800002,4.919
2012-04-06,895.9267629599995,4.9499
2012-04-07,524.7896821899998,4.6872
2012-04-08,538.5852406799999,4.7925
2012-04-09,327.38894763,4.8719
2012-04-10,454.23140521,4.8367
2012-04-11,1259.4896250599993,4.9279
2012-04-12,873.16564298,4.9197
2012-04-13,344.94565944000004,4.94
2012-04-14,184.64061030999994,4.9597
2012-04-15,477.2568401000001,4.9689
2012-04-16,1171.23558355,4.932
2012-04-17,1074.0361957499995,4.9759
2012-04-18,780.03633996,5.1178
2012-04-19,1059.76362838,5.1377
2012-04-20,842.9980189099997,5.35
2012-04-21,218.36531344999997,5.2601
2012-04-22,156.91722354000004,5.2035
2012-04-23,190.50740856000002,4.96
2012-04-24,184.029644,5.0982
2012-04-25,165.16144203000002,5.1318
2012-04-26,261.82060990999986,5.0976
2012-04-27,214.71086774000003,5.1095
2012-04-28,448.6249235800001,4.9794
2012-04-29,362.20042973999983,4.9044
2012-04-30,455.4272595399999,4.9491
2012-05-01,323.2379826499999,5.0
2012-05-02,249.4306915699999,5.0737
2012-05-03,1703.3573664199998,5.1344
2012-05-04,922.8689709499997,5.067
2012-05-05,424.7777469799999,5.077
2012-05-06,487.76977528,5.0499
2012-05-07,930.3392227600001,5.06
2012-05-08,560.0954448,5.05
2012-05-09,610.6940857599999,5.0437
2012-05-10,641.36700073,4.85
2012-05-11,205.98261347000002,4.96
2012-05-12,1430.0264243500003,4.9462
2012-05-13,783.7755904300002,4.93
2012-05-14,361.2847256499999,5.0059
2012-05-15,509.0054156099999,5.035
2012-05-16,583.3863604899999,5.0887
2012-05-17,1616.1365966999992,5.0998
2012-05-18,297.6865501,5.118
2012-05-19,748.4050302500001,5.0995
2012-05-20,252.38308280999993,5.09
2012-05-21,293.80702592999984,5.0998
2012-05-22,208.30302868999996,5.0988
2012-05-23,503.56795449000003,5.1397
2012-05-24,939.8273903400002,5.119
2012-05-25,151.32981551,5.1455
2012-05-26,322.6930353400001,5.1032
2012-05-27,278.06042934,5.139
2012-05-28,220.49723845,5.1358
2012-05-29,337.98712859000005,5.15
2012-05-30,1153.8501004200002,5.135
2012-05-31,868.5109473699999,5.1801
2012-06-01,485.3065262199997,5.2748
2012-06-02,355.12207807999994,5.249
2012-06-03,240.34174898000006,5.2051
2012-06-04,275.77741516000003,5.266
2012-06-05,2272.7063636399994,5.44
2012-06-06,370.1168126099998,5.46
2012-06-07,310.7727622399998,5.591
2012-06-08,745.1390065799997,5.633
2012-06-09,350.43749468999994,5.56
2012-06-10,403.6834027200001,5.4683
2012-06-11,274.17222595,5.5747
2012-06-12,207.22135440000002,5.7
2012-06-13,314.88253779999997,5.929
2012-06-14,616.0065696599999,5.9541
2012-06-15,831.0106437,6.5
2012-06-16,543.62681403,6.4
2012-06-17,802.1298364600002,6.1638
2012-06-18,656.1954686000004,6.31
2012-06-19,477.28618056,6.4988
2012-06-20,439.30281001,6.67
2012-06-21,1237.23775158,6.6801
2012-06-22,298.7175612500001,6.5478
2012-06-23,354.2555714100001,6.4285
2012-06-24,660.3658337299998,6.35
2012-06-25,1476.0539157500007,6.3048
2012-06-26,632.50494424,6.4195
2012-06-27,791.3210534600003,6.647
2012-06-28,805.9887020699997,6.6059
2012-06-29,666.9645691400001,6.65
2012-06-30,569.2226714,6.69
2012-07-01,614.1021688699998,6.629
2012-07-02,602.29243964,6.76
2012-07-03,1381.2283244100001,6.4499
2012-07-04,3069.777373770001,6.5101
2012-07-05,144.45117368000015,6.67
2012-07-06,1060.94466544,6.6481
2012-07-07,506.1437428400001,6.7621
2012-07-08,421.1857010199999,6.799
2012-07-09,164.42045991000003,7.0215
2012-07-10,518.39830633,7.1999
2012-07-11,800.06953368,7.15
2012-07-12,1039.0924929799996,7.7644
2012-07-13,1268.8883348499992,7.6651
2012-07-14,983.2258099999998,7.5421
2012-07-15,905.56847006,7.621
2012-07-16,415.8230027400001,8.4996
2012-07-17,1395.0098392100006,8.8
2012-07-18,1012.2520836099999,9.1098
2012-07-19,1286.92585481,8.87
2012-07-20,2459.48546793,8.52
2012-07-21,979.2754326899999,8.8455
2012-07-22,989.0924022300001,8.4096
2012-07-23,1550.6163322700002,8.4457
2012-07-24,304.35774286000003,8.6
2012-07-25,241.07174242000002,8.8
2012-07-26,448.46229832000023,8.9
2012-07-27,697.5709504700002,8.9
2012-07-28,579.3558570399999,8.8881
2012-07-29,292.12314871,8.7103
2012-07-30,1031.2540037499994,9.098
2012-07-31,617.2586226300002,9.35
2012-08-01,362.40277347000006,9.5503
2012-08-02,626.8311586100002,10.53
2012-08-03,1635.0481743399994,10.97
2012-08-04,562.7305712100001,10.984
2012-08-05,259.6091710699999,10.87
2012-08-06,1491.3965730099994,10.8552
2012-08-07,761.7430978699995,11.1
2012-08-08,868.0577083799998,11.0553
2012-08-09,384.96820128999997,11.0611
2012-08-10,419.98780508000016,11.3864
2012-08-11,390.1837763000001,11.5102
2012-08-12,522.6695356099999,11.624
2012-08-13,1567.0055338299996,12.0375
2012-08-14,428.9585090999998,12.19
2012-08-15,511.9700137700001,13.25
2012-08-16,1770.1941687499998,13.5
2012-08-17,534.2802058600005,11.5836
2012-08-18,640.8461634499994,11.61
2012-08-19,2336.4219526600004,8.0
2012-08-20,393.0918109500002,10.1
2012-08-21,1379.4532749199998,9.915
2012-08-22,1382.8001398900003,9.8068
2012-08-23,471.27869716000004,10.1
2012-08-24,321.04902224000006,10.6
2012-08-25,731.5932192199999,10.5239
2012-08-26,450.1645720300001,10.61
2012-08-27,410.87820059999996,10.95
2012-08-28,6211.181118180001,10.94
2012-08-29,398.34385875,10.9169
2012-08-30,171.23471999,10.777
2012-08-31,337.2061402400001,10.16
2012-09-01,681.2027155899995,9.9654
2012-09-02,576.4918348099997,10.2041
2012-09-03,496.3934317300001,10.53
2012-09-04,717.7845405599998,10.3847
2012-09-05,1958.2152113500008,10.9997
2012-09-06,432.46028910999985,11.181
2012-09-07,351.6510353,11.0
2012-09-08,516.76740466,11.037
2012-09-09,401.86994007000015,11.02
2012-09-10,831.5932311999998,11.17
2012-09-11,769.5065994000001,11.3308
2012-09-12,295.68823152,11.3649
2012-09-13,404.69381654,11.399
2012-09-14,743.94008495,11.67
2012-09-15,377.65356675999993,11.75
2012-09-16,162.78478057000004,11.87
2012-09-17,247.37508174999994,11.89
2012-09-18,260.34791827000004,12.25
2012-09-19,744.9934108300005,12.5725
2012-09-20,323.95167146000017,12.2825
2012-09-21,1081.9998904400009,12.368
2012-09-22,260.9612943500001,12.2378
2012-09-23,351.3160199900001,12.1933
2012-09-24,622.80093469,12.1
2012-09-25,1605.37239684,12.197
2012-09-26,231.42469337,12.27
2012-09-27,308.4185422699998,12.3089
2012-09-28,129.0718357000001,12.391
2012-09-29,188.85660149,12.3631
2012-09-30,253.56439402999996,12.4
2012-10-01,983.5708533100001,12.4
2012-10-02,371.49823694,12.84
2012-10-03,1133.81648769,12.89
2012-10-04,467.80523071000016,12.85
2012-10-05,379.79280985999986,12.688
2012-10-06,384.3929201199999,12.505
2012-10-07,524.4839964800002,11.8
2012-10-08,344.31461330999997,11.7781
2012-10-09,1157.81979021,11.895
2012-10-10,1142.6096837099997,12.12
2012-10-11,749.72103615,12.03
2012-10-12,2664.8778081399996,12.0
2012-10-13,609.8702119800001,11.861
2012-10-14,514.0415866400002,11.7389
2012-10-15,459.94479610999986,11.8381
2012-10-16,2115.964309289999,11.8499
2012-10-17,295.79520636999996,11.81
2012-10-18,601.7970045000002,11.9398
2012-10-19,262.98644385,11.7401
2012-10-20,1330.7546962199995,11.7399
2012-10-21,126.32493199000004,11.6311
2012-10-22,169.56477450000003,11.7101
2012-10-23,1271.04515388,11.65
2012-10-24,897.2478618699997,11.65
2012-10-25,911.5740097699996,10.8616
2012-10-26,583.4038883299997,10.1706
2012-10-27,303.92206500999987,10.2605
2012-10-28,170.88822264000004,10.7
2012-10-29,320.25399329,10.6
2012-10-30,325.6444053000001,10.8875
2012-10-31,519.3469916800001,11.201
2012-11-01,756.2847625299995,10.57
2012-11-02,404.1787137,10.4688
2012-11-03,408.73272522999986,10.6425
2012-11-04,114.85136133000002,10.8001
2012-11-05,424.60071652000005,10.748
2012-11-06,414.0610237599999,10.899
2012-11-07,292.64100082999977,10.92
2012-11-08,706.0374228300001,10.925
2012-11-09,563.9450704199999,10.815
2012-11-10,469.94957376999986,10.89
2012-11-11,627.9394681299998,10.8687
2012-11-12,349.6086904799999,11.008
2012-11-13,628.1817592500001,10.9512
2012-11-14,2574.31974901,10.95
2012-11-15,879.6051557300001,11.1977
2012-11-16,892.1519791600002,11.7489
2012-11-17,717.37465237,11.7889
2012-11-18,815.97085453,11.6515
2012-11-19,702.0967035100003,11.7999
2012-11-20,676.9562103499999,11.7328
2012-11-21,264.35754135999997,11.77
2012-11-22,492.2514136799999,12.4219
2012-11-23,371.68382768,12.345
2012-11-24,714.8273179099996,12.4115
2012-11-25,763.0778056000001,12.4821
2012-11-26,642.03270602,12.2455
2012-11-27,354.6044499799999,12.2
2012-11-28,699.91916959,12.3477
2012-11-29,683.2197745200001,12.45
2012-11-30,695.5084174599999,12.565
2012-12-01,913.6495108700002,12.562
2012-12-02,135.91163156999994,12.5
2012-12-03,403.8070712800002,12.679
2012-12-04,25056.525849239995,13.41
2012-12-05,651.87960053,13.38
2012-12-06,383.10033581,13.299
2012-12-07,477.4707520800001,13.4999
2012-12-08,299.83504447000007,13.4201
2012-12-09,428.94762651,13.388
2012-12-10,2377.526069000001,13.4334
2012-12-11,885.0452843500001,13.557
2012-12-12,508.92294074999995,13.6989
2012-12-13,604.2702026099997,13.7001
2012-12-14,1313.9641460799999,13.6
2012-12-15,916.6637925900002,13.4901
2012-12-16,733.31050176,13.3
2012-12-17,1098.21299269,13.2501
2012-12-18,865.0547846,13.299
2012-12-19,326.8630961999999,13.599
2012-12-20,310.5170945800001,13.5246
2012-12-21,263.08810486999994,13.5
2012-12-22,444.79594172000014,13.3714
2012-12-23,1036.3114423900001,13.312
2012-12-24,246.20630267,13.38
2012-12-25,762.7723159199996,13.35
2012-12-26,421.97127850999993,13.4679
2012-12-27,1265.1343723300001,13.4217
2012-12-28,1027.3015503699999,13.4212
2012-12-29,972.1587728999996,13.4
2012-12-30,342.38341235999985,13.45
2012-12-31,157.79399934000003,13.51
2013-01-01,577.2602820500001,13.3041
2013-01-02,313.75954181000003,13.28
2013-01-03,762.0641330300001,13.3979
2013-01-04,8801.921886159998,13.5
2013-01-05,740.5212562299998,13.44
2013-01-06,1304.7229916899998,13.454
2013-01-07,432.1195825400001,13.5876
2013-01-08,1059.24359493,13.7428
2013-01-09,404.9932388600001,13.77
2013-01-10,448.4337849900002,14.14
2013-01-11,610.8184064799997,14.137
2013-01-12,261.79294338000005,14.237
2013-01-13,1082.55214237,14.116
2013-01-14,502.69672121,14.3
2013-01-15,276.6142839100001,14.25
2013-01-16,278.7653846399999,14.73
2013-01-17,1606.1061511099995,15.5
2013-01-18,997.1518170899996,15.705
2013-01-19,651.8001858299999,15.615
2013-01-20,530.74978866,15.7
2013-01-21,604.49952343,16.8
2013-01-22,5777.075397429998,17.2614
2013-01-23,769.7961626399999,17.5
2013-01-24,776.8622233700003,16.896
2013-01-25,773.5375529199999,17.4
2013-01-26,868.3262125599998,17.88
2013-01-27,941.1536530500002,17.8182
2013-01-28,335.3598344700001,18.721
2013-01-29,570.8975065799999,19.5254
2013-01-30,1170.9289056400003,19.7
2013-01-31,945.1527400799998,20.41
2013-02-01,1585.208127389999,20.499
2013-02-02,1054.19541841,19.63
2013-02-03,1123.3700281300003,20.59
2013-02-04,1252.4030222799995,20.4301
2013-02-05,858.4401005400001,20.6
2013-02-06,448.3280131399999,21.18
2013-02-07,2369.900866789999,22.15
2013-02-08,1160.52667477,22.66
2013-02-09,1036.2241105500002,23.65
2013-02-10,173.55198928999997,23.9698
2013-02-11,580.7895153399995,24.65
2013-02-12,768.2391191199999,25.1698
2013-02-13,565.13909123,24.2
2013-02-14,1047.7284615100002,27.2205
2013-02-15,1262.93607597,27.1
2013-02-16,2313.9464540000013,27.2158
2013-02-17,318.46776660999996,26.8146
2013-02-18,563.9288622299999,26.95
2013-02-19,1265.8513102499999,29.4176
2013-02-20,764.35876847,29.645
2013-02-21,225.65250889999993,29.7477
2013-02-22,458.4295031700003,30.2454
2013-02-23,1960.18305925,29.8
2013-02-24,931.25729051,29.89
2013-02-25,416.57774793000016,30.4
2013-02-26,455.0266779000001,31.1
2013-02-27,917.8475768200003,30.9012
2013-02-28,1590.0097388899999,33.38
2013-03-01,784.9865200300003,34.5
2013-03-02,356.72097568000004,34.25
2013-03-03,709.81395982,34.5
2013-03-04,410.62222473999987,36.152
2013-03-05,1542.170829159999,40.33
2013-03-06,2287.6057936899997,41.0201
2013-03-07,1494.6660125699998,42.0
2013-03-08,580.21731663,44.18
2013-03-09,657.86220259,46.85
2013-03-10,281.10127694,46.0
2013-03-11,1744.5000102000006,48.4
2013-03-12,1743.2852893099991,44.2899
2013-03-13,2400.60178503,46.92
2013-03-14,2206.9182364499998,47.1696
2013-03-15,484.64006329999984,46.95
2013-03-16,492.95614903999984,47.0002
2013-03-17,2218.140416180001,47.4
2013-03-18,1121.9298121,51.6
2013-03-19,1221.3583128999994,59.14
2013-03-20,5000.356217569998,64.4888
2013-03-21,1011.8495828099997,70.85
2013-03-22,3114.541985070001,69.865
2013-03-23,2586.714733280001,64.35
2013-03-24,1717.7534077800008,71.5
2013-03-25,1579.1158212499993,73.6
2013-03-26,2436.8651413400003,78.5
2013-03-27,1988.4094541299999,88.92
2013-03-28,781.5532612500002,86.18
2013-03-29,2574.96211723,90.5
