date,open,high,low,close,volume,split,dividend,absoluteChange,percentChange
2009-01-03,0.2736731504012460,0.0,,,,,,,
2009-01-09,0.98674257648946,0.0,,,,,,,
2009-01-10,2.137455634225680,0.0,,,,,,,
2009-01-11,2.6249806435572000,0.0,,,,,,,
2009-01-12,2.6474252828712300,0.0,,,,,,,
2009-01-13,2.909185493795700,0.0,,,,,,,
2009-01-14,2.873177090970000,0.0,,,,,,,
2009-01-15,2.991686931054100,0.0,,,,,,,
2009-01-16,2.6674359146569200,0.0,,,,,,,
2009-01-17,2.6106754654302400,0.0,,,,,,,
2009-01-18,2.6533596374315800,0.0,,,,,,,
2009-01-19,2.6674359146569200,0.0,,,,,,,
2009-01-20,2.6533596374315800,0.0,,,,,,,
2009-01-21,2.478215778850690,0.0,,,,,,,
2009-01-22,2.4478070716548400,0.0,,,,,,,
2009-01-23,2.289713852763700,0.0,,,,,,,
2009-01-24,3.762383782172230,0.0,,,,,,,
2009-01-25,3.651255236024540,0.0,,,,,,,
2009-01-26,2.4478070716548400,0.0,,,,,,,
2009-01-27,2.6249806435572000,0.0,,,,,,,
2009-01-28,2.5818273372358400,0.0,,,,,,,
2009-01-29,2.639208285130310,0.0,,,,,,,
2009-01-30,2.6249806435572000,0.0,,,,,,,
2009-01-31,2.736731504012460,0.0,,,,,,,
2009-02-01,2.463058353611210,0.0,,,,,,,
2009-02-02,2.5526532104454000,0.0,,,,,,,
2009-02-03,2.6539297662293800,0.0,,,,,,,
2009-02-04,2.5962914691052800,0.0,,,,,,,
2009-02-05,2.6106754654302400,0.0,,,,,,,
2009-02-06,2.6249806435572000,0.0,,,,,,,
2009-02-07,2.934817579307520,0.0,,,,,,,
2009-02-08,2.5526532104454000,0.0,,,,,,,
2009-02-09,2.695367942471430,0.0,,,,,,,
2009-02-10,2.736731504012460,0.0,,,,,,,
2009-02-11,2.934827787350910,0.0,,,,,,,
2009-02-12,2.695367942471430,0.0,,,,,,,
2009-02-13,2.6814382991320400,0.0,,,,,,,
2009-02-14,2.7774791276994200,0.0,,,,,,,
2009-02-15,2.8308970800451400,0.0,,,,,,,
2009-02-16,2.6814382991320400,0.0,,,,,,,
2009-02-17,2.5818273372358400,0.0,,,,,,,
2009-02-18,2.6674359146569200,0.0,,,,,,,
2009-02-19,2.567281715365060,0.0,,,,,,,
2009-02-20,2.6249806435572000,0.0,,,,,,,
2009-02-21,2.6249806435572000,0.0,,,,,,,
2009-02-22,2.790929468484730,0.0,,,,,,,
2009-02-23,2.5379403892815700,0.0,,,,,,,
2009-02-24,2.5962914691052800,0.0,,,,,,,
2009-02-25,2.5818273372358400,0.0,,,,,,,
2009-02-26,2.639208285130310,0.0,,,,,,,
2009-02-27,2.5818273372358400,0.0,,,,,,,
2009-02-28,2.7092259666837000,0.0,,,,,,,
2009-03-01,2.5818273372358400,0.0,,,,,,,
2009-03-02,2.639208285130310,0.0,,,,,,,
2009-03-03,2.6814382991320400,0.0,,,,,,,
2009-03-04,2.508255854781490,0.0,,,,,,,
2009-03-05,2.5962914691052800,0.0,,,,,,,
2009-03-06,2.5379403892815700,0.0,,,,,,,
2009-03-07,2.508255854781490,0.0,,,,,,,
2009-03-08,3.0228187468927500,0.0,,,,,,,
2009-03-09,2.5526532104454000,0.0,,,,,,,
2009-03-10,2.5379403892815700,0.0,,,,,,,
2009-03-11,2.567281715365060,0.0,,,,,,,
2009-03-12,2.5526532104454000,0.0,,,,,,,
2009-03-13,2.9220296423140400,0.0,,,,,,,
2009-03-14,2.5379403892815700,0.0,,,,,,,
2009-03-15,2.6674359146569200,0.0,,,,,,,
2009-03-16,2.6533596374315800,0.0,,,,,,,
2009-03-17,2.5962914691052800,0.0,,,,,,,
2009-03-18,2.896284385909090,0.0,,,,,,,
2009-03-19,2.6814382991320400,0.0,,,,,,,
2009-03-20,2.6249806435572000,0.0,,,,,,,
2009-03-21,1.3407191495660200,0.0,,,,,,,
2009-03-22,2.695367942471430,0.0,,,,,,,
2009-03-23,2.736731504012460,0.0,,,,,,,
2009-03-24,2.567281715365060,0.0,,,,,,,
2009-03-25,2.567281715365060,0.0,,,,,,,
2009-03-26,2.639208285130310,0.0,,,,,,,
2009-03-27,2.508255854781490,0.0,,,,,,,
2009-03-28,2.883325554079920,0.0,,,,,,,
2009-03-29,2.6106754654302400,0.0,,,,,,,
2009-03-30,2.5526532104454000,0.0,,,,,,,
2009-03-31,2.639208285130310,0.0,,,,,,,
2009-04-01,2.6106754654302400,0.0,,,,,,,
2009-04-02,2.5818273372358400,0.0,,,,,,,
2009-04-03,2.523141776891690,0.0,,,,,,,
2009-04-04,2.5379403892815700,0.0,,,,,,,
2009-04-05,2.8703082164742700,0.0,,,,,,,
2009-04-06,2.5526532104454000,0.0,,,,,,,
2009-04-07,2.6106754654302400,0.0,,,,,,,
2009-04-08,2.5526532104454000,0.0,,,,,,,
2009-04-09,2.463058353611210,0.0,,,,,,,
2009-04-10,2.5379403892815700,0.0,,,,,,,
2009-04-11,2.5818273372358400,0.0,,,,,,,
