,Volumes(1h),Volumes(>200D),Volumes(<200D),DollarVolumes(1h),DollarVolumes(>200D),DollarVolumes(<200D),prices
2012-01-09,269504.57423193,1235.29034372,268269.28388821,1704805.0852189206,7814.076127269605,1696991.009091651,6.3257
2012-01-10,227851.74593069,9380.056046650001,218471.6898840399,1449137.1041191875,59657.156456694014,1389479.947662494,6.36
2012-01-11,191996.04021754026,1218.4893978699997,190777.55081967017,1324772.677501027,8407.576845303001,1316365.1006557236,6.9
2012-01-12,192137.83254990008,32174.591976009997,159963.24057389007,1306537.26133932,218787.22543686797,1087750.0359024517,6.8
2012-01-13,223259.89854532003,324.08102839000003,222935.81751693002,1431095.9496755006,2077.3593919799005,1429018.590283521,6.41
2012-01-14,190688.61897744006,1839.7327219199994,188848.88625552,1287148.17809772,12418.195872959996,1274729.98222476,6.75
2012-01-15,171392.27546748007,2601.42561538,168790.8498521001,1200054.4343682022,18214.661873767687,1181839.7724944344,7.0018
2012-01-16,215033.26735758,2173.7481759199995,212859.51918166003,1436959.8091170283,14526.072185585404,1422433.7369314427,6.6825
2012-01-17,257820.98624136014,2086.4583726500005,255734.52786871017,1443797.522951616,11684.16688684,1432113.356064776,5.6
2012-01-18,253878.10228026006,665.5390321099999,253212.56324815008,1502958.365499139,3939.991070091199,1499018.3744290483,5.92
2012-01-19,254447.96124964015,456.32560154000004,253991.6356481002,1618238.1439554603,2902.1395606740925,1615336.004394786,6.3598
2012-01-20,203951.07785343015,1527.2150015399998,202423.8628518901,1323601.70505319,9911.319916994295,1313690.3851361955,6.4898
2012-01-21,183247.99812631015,494.7963543600001,182753.20177195012,1132472.6284205958,3057.841469944801,1129414.7869506513,6.18
2012-01-22,159857.68444907002,161.95663510999998,159695.72781396008,1008654.0315682974,1021.8977805535669,1007632.1337877439,6.3097
2012-01-23,165104.04153834996,479.14341261000004,164624.89812573997,1049401.2880177528,3045.4355305491595,1046355.8524872032,6.356
2012-01-24,218220.16183008006,1298.0486693899998,216922.11316069,1372561.173878838,8164.46652072922,1364396.7073581086,6.2898
2012-01-25,285450.38877296005,764.6303597599999,284685.7584132,1641339.7354445204,4396.624568620001,1636943.1108759004,5.75
2012-01-26,252208.10518805997,4531.3579898,247676.74719826,1346791.2817042412,24197.451665531997,1322593.8300387086,5.34
2012-01-27,234925.64580418007,784.8830161299999,234140.76278805002,1243226.517595721,4153.600921359959,1239072.916674361,5.292
2012-01-28,170961.2180011999,767.0707351199999,170194.14726607996,961947.4853273518,4316.076905299702,957631.4084220522,5.6267
2012-01-29,176793.8578791,359.0255492499999,176434.83232985,951310.0698616494,1931.880577959325,949378.1892836903,5.3809
2012-01-30,166963.0652903501,737.8846644999999,166225.18062585004,916710.7099766665,4051.35575043725,912659.3542262289,5.4905
2012-01-31,224060.46694221,2202.0505173,221858.41642491007,1228702.7886176915,12075.604626769738,1216627.1839909216,5.4838
2012-02-01,274991.67707309,317.2870593800001,274674.39001370996,1670739.4332252657,1927.7092579691282,1668811.723967297,6.0756
2012-02-02,231156.59560917004,1184.2247003299997,229972.37090884,1410055.2332159376,7223.770672013,1402831.4625439253,6.1
2012-02-03,213234.59039064,699.44288111,212535.14750953,1270728.8945149414,4168.1899613988235,1266560.7045535427,5.9593
2012-02-04,240760.41497847007,2137.05410252,238623.36087595002,1414082.221334546,12551.77356574097,1401530.4477688055,5.8734
2012-02-05,170705.64894658004,842.9113111599996,169862.73763542008,971110.2957273043,4795.153866927008,966315.1418603775,5.6888
2012-02-06,204884.56676192005,2958.099297760001,201926.46746416006,1117337.984836131,16131.994520334154,1101205.9903157968,5.4535
2012-02-07,198252.75030268,1825.9794696499998,196426.77083302996,1128058.1492222496,10389.823182308503,1117668.326039941,5.69
2012-02-08,196520.05352726002,64.31078719000001,196455.74274007004,1100512.299752656,360.14040826400003,1100152.159344392,5.6
2012-02-09,163206.82083243004,308.36235349,162898.45847893998,951495.7654530668,1797.7525208467,949698.01293222,5.83
2012-02-10,178090.7470284302,4063.814085100002,174026.93294333015,1052979.3508802955,24027.707159562262,1028951.6437207336,5.9126
2012-02-11,210846.64631353001,18988.10827831,191858.53803522003,1180846.642678925,106342.90041267512,1074503.7422662496,5.6005
2012-02-12,153138.44471272998,2159.5589882900003,150978.88572444,844512.5810572923,11909.319952722864,832603.2611045694,5.5147
2012-02-13,282275.64807803,30218.36396486,252057.2841131701,1484769.9088904378,158948.5944551636,1325821.3144352743,5.26
2012-02-14,837235.89740959,22357.4854068,814878.41200279,3736500.08654926,99779.22162200772,3636720.8649272514,4.4629
2012-02-15,1033148.5397259595,1255.2263345,1031893.3133914595,4468470.749168751,5428.979419345949,4463041.769749404,4.3251
2012-02-16,735591.5714490899,2943.67500096,732647.8964481299,3143844.817216265,12580.97258660295,3131263.8446296626,4.2739
2012-02-17,427322.5426439199,399.35208859000005,426923.19055532967,1884492.413059686,1761.1427106818999,1882731.2703490045,4.41
2012-02-18,469000.27716673986,5643.138843559997,463357.13832317985,1980119.170197977,23825.332197510324,1956293.8380004668,4.222
2012-02-19,191922.72834091002,345.34176618000004,191577.38657473002,841907.4324130696,1514.9107257018063,840392.521687368,4.3867
2012-02-20,274731.49921501003,215.3621873799999,274516.1370276301,1198241.4338262668,939.3021802578701,1197302.131646009,4.3615
2012-02-21,257229.39077161992,627.4508537399997,256601.9399178799,1098883.9573763604,2680.4700471772803,1096203.4873291827,4.272
2012-02-22,303126.55611231993,498.13207352999996,302628.42403879,1341244.0728301818,2204.084985748191,1339039.9878444336,4.4247
2012-02-23,266179.68162899005,816.5429383200002,265363.13869067,1334891.1033693855,4094.9628356748003,1330796.1405337106,5.015
2012-02-24,286477.39796585,2174.4812143800004,284302.91675147007,1440637.5388906666,10935.031130874144,1429702.5077597923,5.0288
2012-02-25,238263.85178537024,782.3913609199999,237481.4604244502,1137233.3645715714,3734.3539656711605,1133499.0106059005,4.773
2012-02-26,190754.80748434,947.4878468700001,189807.31963746995,938895.1624379213,4663.535182294138,934231.6272556267,4.922
2012-02-27,212679.74859234007,395.39096968999996,212284.35762265013,1054040.8340236372,1959.5576457836403,1052081.2763778535,4.956
2012-02-28,238304.28484636004,1093.3010042800001,237210.98384207996,1160065.2586320809,5322.189288835038,1154743.0693432454,4.868
2012-02-29,220118.73990729003,20145.74985496,199972.9900523301,1069777.0759494302,97908.3442951056,971868.7316543248,4.86
2012-03-01,313170.9349328301,365.3966985,312805.53823433,1541208.1220849357,1798.22677232805,1539409.8953126078,4.9213
2012-03-02,341834.7667847602,922.2314780600002,340912.5353067003,1608332.5777222964,4339.099104272299,1603993.4786180241,4.705
2012-03-03,227980.57751795996,339.83101443000004,227640.7465035299,1051993.5768988742,1568.1162329857923,1050425.4606658884,4.6144
2012-03-04,206109.9065246401,658.59341681,205451.31310783006,993449.7494487646,3174.4202690242,990275.3291797403,4.82
2012-03-05,188681.30651069994,640.3656160599998,188040.9408946399,940444.2360412823,3191.7743401278576,937252.4617011545,4.9843
2012-03-06,212271.70466,392.6566555299999,211879.04800446998,1059257.0334238661,1959.3959767602528,1057297.637447106,4.9901
2012-03-07,194501.84423420005,875.0566914,193626.78754280004,960352.8559063626,4320.5924137875,956032.2634925751,4.9375
2012-03-08,207563.6576748301,2617.29723924,204946.36043559006,1023330.3450684471,12903.798848901046,1010426.5462195462,4.9302
2012-03-09,196015.13025789006,1089.5162307499997,194925.61402714002,952849.149696629,5296.247349298826,947552.9023473306,4.8611
2012-03-10,146420.53840020005,3153.214613920001,143267.32378628006,707679.7461958464,15240.116871998142,692439.6293238486,4.8332
2012-03-11,159401.18269301002,1426.9436292899995,157974.23906372,782659.8070226791,7006.293219813895,775653.513802865,4.91
2012-03-12,210676.19279288995,319.33673546999995,210356.85605741997,1030227.6503765116,1561.5885701218472,1028666.0618063901,4.8901
2012-03-13,242382.4727030302,361.84025941999994,242020.63244361017,1277355.6311449688,1906.8981671433999,1275448.7329778252,5.27
2012-03-14,290712.9667273701,1401.3035775900003,289311.66314978,1564035.7609932504,7539.013247434199,1556496.7477458161,5.38
2012-03-15,246724.50248702,206.51937257,246517.9831144501,1314202.734947361,1100.0460899313623,1313102.6888574294,5.3266
2012-03-16,231487.1568560502,4257.84450516,227229.31235089016,1237044.2175230463,22753.495251124525,1214290.7222719213,5.3439
2012-03-17,159108.55779338992,1713.2926629900003,157395.26513040002,829894.3265945438,8936.363200889538,820957.9633936541,5.2159
2012-03-18,171450.58851676,5835.9186820700015,165614.66983469,905156.2370153826,30810.149090120358,874346.0879252623,5.2794
2012-03-19,251148.61781564,1657.6655761700001,249490.9522394701,1178866.4971648327,7780.916447984361,1171085.5807168484,4.6939
2012-03-20,243589.90830652005,1809.8546719899998,241780.05363453008,1178463.617396113,8755.89591762042,1169707.7214784925,4.8379
2012-03-21,267995.4396237202,6588.3654023300005,261407.07422139018,1290371.2422442497,31722.320575678714,1258648.921668571,4.8149
2012-03-22,393012.70500365994,558.8858158999998,392453.8191877598,1848849.6681487167,2629.166543738369,1846220.5016049787,4.7043
2012-03-23,261839.86995940996,6980.788795250001,254859.08116415996,1226981.6306297958,32711.97629454151,1194269.654335254,4.686
2012-03-24,209104.23563498986,3727.0954883000004,205377.14014668998,977771.4058292134,17427.898503290802,960343.5073259226,4.676
2012-03-25,201075.1112601,839.0772539,200236.03400619994,914891.7562334548,3817.801505245,911073.9547282099,4.55
2012-03-26,263551.27595191996,400.55023331,263150.72571861,1217369.6987495138,1850.1815826822217,1215519.5171668313,4.6191
2012-03-27,235345.03187541995,798.8862514900002,234546.14562392992,1132315.5518622086,3843.681421793837,1128471.870440415,4.8113
2012-03-28,267526.88378349005,1449.1171778899993,266077.7666056,1280918.7195553505,6938.373047737318,1273980.3465076133,4.788
2012-03-29,273799.0728530499,2311.3359439400006,271487.73690911,1316535.4619066063,11113.827752841096,1305421.634153765,4.8084
2012-03-30,271010.49529900996,49944.27524926,221066.22004974994,1317111.0071531893,242729.17771140358,1074381.829441785,4.86
2012-03-31,290760.08547656005,536.0622579999999,290224.0232185601,1427254.0315787897,2631.3688058445996,1424622.6627729447,4.9087
2012-04-01,139361.38864335002,659.08192838,138702.30671497004,672697.4229814503,3181.3884682902603,669516.03451316,4.827
2012-04-02,256872.63375199016,599.79893464,256272.83481735014,1277684.4802823984,2983.3999008993596,1274701.0803814994,4.974
2012-04-03,237193.61471155996,11433.035455749998,225760.57925580995,1174582.7800516454,56616.39157687399,1117966.3884747708,4.952
2012-04-04,288239.37319073005,3236.8616176600012,285002.51157307014,1415284.146303804,15893.314228872367,1399390.8320749314,4.9101
2012-04-05,216460.20687976023,2625.0501933,213835.15668646016,1064767.7576415401,12912.621900842702,1051855.1357406976,4.919
2012-04-06,288740.76971573016,2369.0753844900005,286371.6943312401,1429237.9360158932,11726.686245687051,1417511.2497702057,4.9499
2012-04-07,185326.6044537501,729.3665149000001,184597.23793885007,868662.8603956166,3418.68672863928,865244.1736669773,4.6872
2012-04-08,157088.65243523,470.03554044000003,156618.61689479003,752847.3667958399,2252.645327558701,750594.721468281,4.7925
2012-04-09,481076.1669573598,2644.31678459,478431.85017277,2343754.977799562,12882.84694284402,2330872.130856718,4.8719
2012-04-10,359243.55619068025,251.29947149000006,358992.2567191903,1737553.3082274636,1215.4601537556835,1736337.8480737077,4.8367
2012-04-11,388729.84077013034,6011.643176589998,382718.1975935402,1915621.7823311246,29624.776409917857,1885997.0059212074,4.9279
2012-04-12,386722.88166767,7498.224510750002,379224.65715692,1902560.560940436,36889.01512553679,1865671.5458148995,4.9197
2012-04-13,395830.01271571015,3116.34612332,392713.6665923902,1955400.2628156082,15394.749849200798,1940005.512966407,4.94
2012-04-14,272962.94951569004,336.72202715,272626.22748854005,1353814.340712968,1670.0402380558548,1352144.3004749124,4.9597
2012-04-15,226396.0211425501,3453.781744160001,222942.2393983901,1124939.1894552168,17161.49610855662,1107777.6933466604,4.9689
2012-04-16,355604.5609827801,3709.6588013,351894.90218148,1753841.6947670723,18296.0372080116,1735545.657559061,4.932
2012-04-17,279474.6539267399,900.3047282200001,278574.34919851983,1390637.9304740657,4479.826297149901,1386158.1041769157,4.9759
2012-04-18,315155.9505227998,1900.9886336399993,313254.96188916,1612905.1235855867,9728.879629242794,1603176.2439563442,5.1178
2012-04-19,318939.99346636987,540.7440129699999,318399.2494533999,1638618.004432169,2778.1805154359686,1635839.823916733,5.1377
2012-04-20,380689.54696226027,851.5738305199998,379837.9731317402,2036689.0762480916,4555.919993282,2032133.1562548093,5.35
2012-04-21,210807.53580375997,1474.7740602900008,209332.76174346995,1108868.719081358,7757.459034531428,1101111.2600468264,5.2601
2012-04-22,214169.7266920001,1001.3870338400002,213168.33965816008,1114432.1728418227,5210.717430586439,1109221.455411236,5.2035
2012-04-23,255963.46899665007,3740.528882980001,252222.94011367008,1269578.8062233839,18553.0232595808,1251025.7829638033,4.96
2012-04-24,295303.93055930996,1618.5069603499999,293685.4235989601,1505518.4987774747,8251.472185256369,1497267.0265922179,5.0982
2012-04-25,426253.7392752799,3973.4875542199998,422280.25172106,2187448.9392128815,20391.1434307462,2167057.795782136,5.1318
2012-04-26,328046.05366963,4711.86059674,323334.19307288993,1672247.563186306,24019.180577941825,1648228.382608365,5.0976
2012-04-27,255751.95882045003,422.84033965999987,255329.1184807901,1306764.6335930899,2160.50271549277,1304604.130877597,5.1095
2012-04-28,202463.38965584,752.5187701,201710.87088574003,1008146.2024522896,3747.09196383594,1004399.1104884538,4.9794
2012-04-29,219730.71093745998,174.89114870999998,219555.81978874997,1077647.298721679,857.7361497333238,1076789.5625719458,4.9044
2012-04-30,226559.45987706017,11581.26493836,214978.1949387,1121265.422877558,57316.83830643749,1063948.5845711206,4.9491
2012-05-01,284976.29402655014,637.3525739799999,284338.94145257014,1424881.4701327507,3186.7628698999997,1421694.7072628504,5.0
2012-05-02,315995.82394800993,297.03193685000014,315698.79201115994,1603268.011965018,1507.0509379958446,1601760.9610270225,5.0737
2012-05-03,271060.4225872203,573.4365002299999,270486.9860869903,1391732.6337318227,2944.252366780911,1388788.381365042,5.1344
2012-05-04,370286.01036645996,1229.9560201699996,369056.0543462902,1876239.2145268545,6232.187154201393,1870007.0273726522,5.067
2012-05-05,208044.70066427998,351.94982495999994,207692.75083932,1056242.9452725498,1786.8492613219203,1054456.096011228,5.077
2012-05-06,288731.1039000901,5933.727242120001,282797.37665796996,1458063.2015850637,29964.729199981793,1428098.4723850817,5.0499
2012-05-07,289209.1757484299,530.1092061199998,288679.06654230994,1463398.4292870543,2682.3525829671994,1460716.0767040877,5.06
2012-05-08,380556.73482515,1674.7220029399998,378882.0128222101,1921811.5108670075,8457.346114847,1913354.1647521611,5.05
2012-05-09,424730.1369433801,2684.215493999999,422045.9214493801,2142211.391701326,13538.3776870878,2128673.0140142376,5.0437
2012-05-10,369920.7134340001,2950.933898270001,366969.77953573025,1794115.460154901,14312.029406609501,1779803.430748292,4.85
2012-05-11,385870.12791580986,1040.81896845,384829.30894735985,1913915.8344624178,5162.4620835119995,1908753.3723789058,4.96
2012-05-12,279525.5796813499,26706.28644867999,252819.29323267002,1382589.4222198934,132094.63403246095,1250494.7881874333,4.9462
2012-05-13,216135.79599057007,5841.384182169998,210294.41180840007,1065549.474233511,28798.024018098095,1036751.4502154124,4.93
2012-05-14,420640.7766053401,10947.029127819997,409693.74747752026,2105685.6636086716,54799.73311095414,2050885.9304977178,5.0059
2012-05-15,362223.7533062199,5106.464759330006,357117.2885468901,1823796.597896819,25711.05006322655,1798085.5478335917,5.035
2012-05-16,352684.95872104994,5923.0028054800005,346761.95591557014,1794707.9494438067,30140.38437624608,1764567.5650675616,5.0887
2012-05-17,351070.7537756703,5773.496787050001,345297.25698862015,1790390.6301051625,29443.678914597585,1760946.9511905645,5.0998
2012-05-18,369096.1511072301,4825.46748211,364270.6836251199,1889034.1013668024,24696.74257343898,1864337.3587933641,5.118
2012-05-19,332251.9393104799,4800.368088890001,327451.57122158987,1694318.764513792,24479.477069294535,1669839.2874444989,5.0995
2012-05-20,296222.08921919024,8595.699032100001,287626.39018709003,1507770.4341256781,43752.108073389005,1464018.3260522888,5.09
2012-05-21,388815.63869839034,7064.761455569999,381750.87724282034,1982881.9942340492,36028.87047111588,1946853.123762934,5.0998
2012-05-22,442961.1789286103,6802.48646391,436158.6924647002,2258570.4591211965,34684.517982184305,2223885.941139013,5.0988
2012-05-23,352681.11758948024,2437.4287629900005,350243.6888264902,1812675.140074652,12527.652613139702,1800147.487461512,5.1397
2012-05-24,266723.52799503,6128.53136496,260594.9966300699,1365357.739806558,31371.95205723024,1333985.7877493282,5.119
2012-05-25,311203.7228374904,508.4385223,310695.2843151904,1601298.7558603073,2616.17041649465,1598682.5854438127,5.1455
2012-05-26,257434.6718029599,5951.246091340001,251483.42571162,1313740.617144865,30370.399053326306,1283370.2180915382,5.1032
2012-05-27,262526.46904422017,6167.192786979999,256359.27625724016,1349123.5244182479,31693.203732290225,1317430.320685957,5.139
2012-05-28,297255.2976903505,1413.0043865500002,295842.2933038004,1526643.7578781017,7256.907928443491,1519386.849949658,5.1358
2012-05-29,375089.39227232046,2382.4582894200003,372706.9339829005,1931710.3702024496,12269.660190512997,1919440.7100119358,5.15
2012-05-30,344666.6113514301,470.34944327999995,344196.26190815005,1769863.0492895923,2415.2443912428,1767447.80489835,5.135
2012-05-31,696165.9833399494,35642.062641120014,660523.9206988295,3606209.4102992723,184629.44868726574,3421579.9616120066,5.1801
2012-06-01,782983.3405270692,899.3271852800003,782084.0133417891,4130080.524612184,4743.771036914943,4125336.7535752705,5.2748
2012-06-02,237944.73126996995,1076.3659621000002,236868.3653078699,1248971.8944360728,5649.844935062899,1243322.04950101,5.249
2012-06-03,248973.81107715014,1126.60291564,247847.20816151006,1295933.5840376746,5864.080836197764,1290069.5032014768,5.2051
2012-06-04,476121.14396697015,1994.4173389600003,474126.7266280101,2507253.944130063,10502.60170696336,2496751.342423101,5.266
2012-06-05,376352.45839064015,1647.6169303300003,374704.84146031016,2047357.373645082,8963.036100995205,2038394.3375440866,5.44
2012-06-06,362794.6997092302,810.9352599199999,361983.7644493101,1980859.0604123964,4427.7065191632,1976431.353893234,5.46
2012-06-07,399955.9402844701,1264.0366755199998,398691.9036089501,2236153.6621304736,7067.229052832319,2229086.4330776413,5.591
2012-06-08,428945.0502406198,692.7149430699995,428252.33529754996,2416247.4680054137,3902.063274313309,2412345.404731099,5.633
2012-06-09,341537.32716750965,559.70171563,340977.6254518797,1898947.5390513553,3111.9415389027995,1895835.597512452,5.56
2012-06-10,261570.78334238005,726.53265853,260844.25068385003,1430347.5145511373,3972.8985366395987,1426374.6160144978,5.4683
2012-06-11,439083.34401049046,867.3361107000004,438216.00789979054,2447757.9178552814,4835.138616319291,2442922.779238961,5.5747
2012-06-12,432860.7560595102,2508.6139801199997,430352.14207939024,2467306.309539206,14299.099686684007,2453007.2098525222,5.7
2012-06-13,414026.99079359,1007.7069042100001,413019.28388938017,2454766.0284151956,5974.69423506109,2448791.3341801343,5.929
2012-06-14,344576.95499965013,3686.92059649,340890.03440316004,2051645.6477634169,21952.293923561105,2029693.3538398556,5.9541
2012-06-15,438509.8352686601,1595.2090827099996,436914.62618594995,2850313.9292462897,10368.859037614999,2839945.0702086748,6.5
2012-06-16,397214.8464082099,1620.91937372,395593.92703449016,2542175.0170125454,10373.883991808003,2531801.133020737,6.4
2012-06-17,328428.23144121026,2471.48415427,325956.7472869404,2024365.932957332,15233.734030089428,2009132.198927242,6.1638
2012-06-18,339103.94886356086,2427.49228532,336676.45657824096,2139745.917329068,15317.476320369198,2124428.4410086987,6.31
2012-06-19,384247.7652341603,2733.9643482600004,381513.8008859001,2497149.37670376,17767.487506472087,2479381.8891972885,6.4988
2012-06-20,456177.34361643007,9194.23985706,446983.10375937005,3042702.8819215894,61325.579846590204,2981377.302075,6.67
2012-06-21,342888.06146994064,1522.1481813700002,341365.9132885705,2290526.539425348,10168.102066369738,2280358.4373589787,6.6801
2012-06-22,389283.8221969299,1859.9104127099995,387423.9117842199,2548952.61098106,12178.321400342527,2536774.2895807177,6.5478
2012-06-23,268775.99320496037,1491.6990420099996,267284.2941629503,1727826.4723180868,9589.387291561281,1718237.0850265257,6.4285
2012-06-24,441910.1478826299,11730.819873199996,430179.3280094298,2806129.439054699,74490.70619481994,2731638.7328598807,6.35
2012-06-25,401413.64513281005,749.6478528200001,400663.9972799898,2530832.74983334,4726.379782459539,2526106.3700508797,6.3048
2012-06-26,563467.5884565504,3717.627570890001,559749.9608856603,3617180.1840968234,23865.31019132836,3593314.8739054953,6.4195
2012-06-27,433595.5649080606,2125.0639665899994,431470.5009414706,2882109.7199438782,14125.300185923734,2867984.4197579543,6.647
2012-06-28,390208.4328691304,1388.2829945199994,388820.1498746102,2577677.886690187,9170.858633499669,2568507.0280566867,6.6059
2012-06-29,311756.98100772046,1420.40650439,310336.5745033302,2073183.9237013387,9445.703254193506,2063738.2204471454,6.65
2012-06-30,202911.2116196202,1411.66717615,201499.5444434703,1357476.0057352595,9444.0534084435,1348031.9523268165,6.69
2012-07-01,192731.20120258987,1311.78242977,191419.41877281986,1277615.1327719674,8695.80572694533,1268919.3270450216,6.629
2012-07-02,392251.47745328053,994.7038472099999,391256.77360607055,2651619.9875841765,6724.198007139597,2644895.7895770366,6.76
2012-07-03,477566.4965977899,1241.5313934200003,476324.96520437003,3080256.1464060885,8007.753334419659,3072248.3930716678,6.4499
2012-07-04,389665.94734481047,5132.3621328399995,384533.5852119706,2536764.283809451,33412.19072100169,2503352.093088448,6.5101
2012-07-05,371517.89398025005,584.0253027499999,370933.8686775001,2478024.352848268,3895.448769342501,2474128.904078926,6.67
2012-07-06,344027.71189323015,3849.6080120199995,340178.1038812104,2287130.631437385,25592.579024710154,2261538.0524126748,6.6481
2012-07-07,271405.2893453503,11526.96963793,259878.3197074202,1835269.7070821924,77946.52138864646,1757323.1856935453,6.7621
2012-07-08,266371.7266378799,3173.4620674000003,263198.2645704798,1811061.369410945,21576.36859625261,1789485.0008146924,6.799
2012-07-09,406741.74344074004,5684.408003479999,401057.33543726,2855937.1515691564,39913.07079643481,2816024.0807727207,7.0215
2012-07-10,484075.9288363,47865.20897816999,436210.71985812974,3485298.2800284754,344624.7181219261,3140673.5619065478,7.1999
2012-07-11,389817.1916079203,6883.0348701600005,382934.1567377603,2787192.9199966313,49213.699321643995,2737979.220674987,7.15
2012-07-12,475957.5766407004,928.3885224300001,475029.1881182703,3695525.0080690556,7208.3798435554945,3688316.6282254998,7.7644
2012-07-13,505241.28707448026,1670.6976786799999,503570.5893958003,3872724.989554597,12806.06477685007,3859918.924777747,7.6651
2012-07-14,368332.2611071801,35531.94148208999,332800.31962509005,2777998.746496462,267985.455852071,2510013.2906443933,7.5421
2012-07-15,269792.92383650015,2163.25069744,267629.67313906003,2056091.872557968,16486.13356519024,2039605.738992778,7.621
2012-07-16,437713.0759039499,2732.5161930300005,434980.55971092003,3720386.059953213,23225.29463427779,3697160.7653189357,8.4996
2012-07-17,615336.8944319901,11048.8148384,604288.0795935899,5414964.671001515,97229.57057791999,5317735.100423595,8.8
2012-07-18,452793.86017485027,3888.4254364600006,448905.4347383904,4124861.5074208486,35422.77804106333,4089438.7293797852,9.1098
2012-07-19,381064.7826585104,1560.47076894,379504.31188957026,3380044.622180988,13841.3757204978,3366203.2464604904,8.87
2012-07-20,372850.5761229196,6467.52800168,366383.0481212396,3176686.9085672777,55103.3385743136,3121583.5699929637,8.52
2012-07-21,407417.2716765598,2939.36709939,404477.9045771698,3603809.4766150103,26000.171677654245,3577809.304937355,8.8455
2012-07-22,325349.4786968698,1484.2999274200001,323865.1787694498,2736058.9760491946,12482.368669631232,2723576.6073795636,8.4096
2012-07-23,427140.48323628027,3672.984060380001,423467.49917590024,3607500.379268652,31020.921478751377,3576479.457789902,8.4457
2012-07-24,384969.54538149014,1400.5080491,383569.0373323901,3310738.090280816,12044.36922226,3298693.7210585545,8.6
2012-07-25,389170.2985192702,2942.539721300001,386227.7587979701,3424698.626969577,25894.349547439997,3398804.277422136,8.8
2012-07-26,325075.35919295007,1398.4800186899995,323676.87917426013,2893170.6968172584,12446.472166341002,2880724.2246509166,8.9
2012-07-27,321611.9456450101,2280.5779591899995,319331.3676858201,2862346.3162405896,20297.143836790998,2842049.1724037984,8.9
2012-07-28,360305.8059441904,1045.7437117499999,359260.0622324403,3202434.033812559,9294.674684405174,3193139.3591281543,8.8881
2012-07-29,271088.5596997203,1810.2462194,269278.3134803203,2361262.681552474,15767.787644839822,2345494.893907633,8.7103
2012-07-30,376028.2911903699,2353.264948400001,373675.0262419701,3421105.3932499876,21410.004500543204,3399695.3887494435,9.098
2012-07-31,867477.6720338305,2918.696643070001,864558.9753907607,8110916.233516317,27289.813612704496,8083626.419903613,9.35
2012-08-01,479429.89036994096,2372.67532347,477057.21504647087,4578699.282000045,22659.761141735537,4556039.52085831,9.5503
2012-08-02,587735.4759834406,4069.2577623500006,583666.2182210911,6188854.56210563,42849.284237545515,6146005.2778680865,10.53
2012-08-03,414148.3718727503,4347.103824280001,409801.26804847043,4543207.63944407,47687.72895235162,4495519.910491721,10.97
2012-08-04,361431.63962688023,4670.0279356,356761.61169128027,3969965.1296616527,51295.5868446304,3918669.542817023,10.984
2012-08-05,399418.47890638997,2189.02082657,397229.45807982,4341678.865712458,23794.656384815906,4317884.209327643,10.87
2012-08-06,445888.40625120996,2199.1193543199993,443689.28689689,4840207.827538131,23871.88041501445,4816335.94712312,10.8552
2012-08-07,382520.4111882901,5892.098414730002,376628.31277356006,4245976.564190019,65402.29240350302,4180574.2717865147,11.1
2012-08-08,459295.27760506,9179.646621750004,450115.63098330994,5077647.082507217,101483.74729743284,4976163.335209785,11.0553
2012-08-09,486166.3091412806,1937.23531152,484229.07382976054,5377534.162042619,21427.95350425388,5356106.208538361,11.0611
2012-08-10,392914.72177605995,2636.745880430001,390277.9758956299,4473884.188030929,30023.04329292814,4443861.144738002,11.3864
2012-08-11,376545.30774575967,2046.9310971399987,374498.37664861954,4334111.8012152435,23560.58631430082,4310551.214900942,11.5102
2012-08-12,317486.7550727501,1821.0949704500003,315665.6601023001,3690466.0409656465,21168.407936510805,3669297.6330291363,11.624
2012-08-13,544307.1408236898,2370.1321763,541937.0086473898,6552097.207665163,28530.46607221124,6523566.741592955,12.0375
2012-08-14,443286.3882761004,4386.0701268699995,438900.3181492302,5403661.073085661,53466.194846545295,5350194.878239117,12.19
2012-08-15,373847.83793545025,10624.173975099999,363223.66396035027,4953483.852644713,140770.305170075,4812713.547474638,13.25
2012-08-16,456193.77678703,3566.6167915399988,452627.15999548975,6158615.986624907,48149.32668578997,6110466.659939116,13.5
2012-08-17,577372.9347110298,22343.056774310007,555029.8779367198,6688057.126518686,258813.03245089733,6429244.094067787,11.5836
2012-08-18,438470.2156157904,18159.428412939982,420310.7872028505,5090639.203299323,210830.96387423322,4879808.23942509,11.61
2012-08-19,856586.7745986508,12624.683405970007,843962.0911926805,6852694.196789206,100997.46724776005,6751696.729541444,8.0
2012-08-20,980965.6565447192,4596.57724621,976369.0792985092,9907753.13110166,46425.43018672097,9861327.70091494,10.1
2012-08-21,702447.1709482606,3728.394177500001,698718.7767707608,6964763.699952008,36967.028269912495,6927796.671682095,9.915
2012-08-22,789976.2542990095,4961.90279909,785014.3514999198,7747139.130659528,48660.38837011581,7698478.742289413,9.8068
2012-08-23,560412.9828368596,10526.677525359997,549886.3053114997,5660171.126652286,106319.44300613599,5553851.683646151,10.1
2012-08-24,659118.5579123398,801.62007691,658316.9378354299,6986656.71387081,8497.172815246,6978159.541055563,10.6
2012-08-25,530338.9561419598,787.3582328399997,529551.5979091197,5581234.140542366,8286.079306584874,5572948.061235783,10.5239
